interval_qps l0_files total_mem_size pending_bytes
273.19 12 76.18 61.38
204.7 16 29.9 61.88
200.87 18 109.64 62.08
127.62 9 47.88 62.36
221.18 8 83.83 62.7
204.1 12 36.92 63.16
272.72 16 61.67 63.73
228.96 20 40.72 64.05
8.09 20 49.17 63.58
8.09 20 57.62 63.12
8.02 20 65.99 62.62
7.8 21 9.12 62.48
8.11 21 17.6 62.36
175.11 3 70.44 62.28
274.0 7 96.54 62.75
268.01 12 51.49 63.42
272.38 16 75.89 63.84
221.18 20 46.82 64.2
8.07 20 55.25 63.73
8.06 20 63.67 63.19
7.58 21 6.57 63.06
8.09 21 15.01 62.77
134.58 5 25.53 62.71
225.85 8 66.35 62.93
260.91 12 78.77 63.39
273.47 16 104.32 63.97
188.24 20 40.95 64.43
8.11 20 49.42 64.18
8.1 20 57.88 63.94
173.55 8 44.08 64.25
177.55 7 34.45 64.36
257.68 11 43.51 64.86
283.73 15 79.75 65.27
276.82 20 43.98 65.96
8.08 20 52.41 65.59
8.09 20 60.86 65.22
7.49 21 3.66 65.08
157.08 5 37.68 65.13
184.28 8 35.09 65.24
202.57 11 51.61 65.43
290.61 15 95.04 65.91
253.24 20 34.44 66.6
8.11 20 42.91 66.36
29.86 5 74.1 66.1
183.49 8 70.68 66.33
237.77 6 58.94 66.89
296.02 10 108.02 67.41
263.6 15 58.24 68.04
271.09 19 81.3 68.5
30.77 20 48.55 68.24
8.09 20 57.04 67.89
7.98 20 65.41 67.53
104.73 5 44.75 67.62
249.55 8 110.33 67.87
269.32 13 66.53 68.58
169.14 16 48.12 68.81
126.36 18 50.06 68.79
92.12 19 81.25 68.52
21.0 20 38.17 68.42
8.09 20 46.62 68.18
132.39 8 54.85 68.26
184.26 11 52.23 68.61
156.04 5 85.16 68.54
131.61 7 92.58 68.61
104.11 9 71.28 68.47
180.07 12 64.29 68.65
99.82 14 38.51 68.59
132.0 16 46.34 68.7
125.41 18 47.28 68.68
94.16 6 80.6 68.63
103.24 5 58.39 68.55
145.51 7 80.32 68.55
132.97 9 89.15 68.54
146.97 12 47.6 68.79
101.21 14 23.27 68.76
79.34 15 41.11 68.62
146.28 17 63.84 68.71
109.45 19 48.12 68.71
66.21 16 52.25 68.56
146.19 4 74.9 68.71
82.59 6 31.13 68.7
160.36 8 68.58 68.69
143.68 11 23.59 68.86
108.93 12 72.33 68.64
131.05 14 79.16 68.54
86.99 16 40.19 68.73
112.91 6 28.08 68.82
93.66 4 60.88 68.59
123.99 6 60.34 68.59
97.43 8 32.07 68.63
122.84 10 30.32 68.75
139.04 12 45.5 68.72
131.23 14 52.53 68.64
103.32 16 30.4 68.75
124.2 15 30.08 68.75
133.97 17 39.96 68.76
130.16 19 45.86 68.7
51.93 20 35.08 68.47
8.05 20 43.49 67.98
8.05 20 51.9 67.5
8.07 20 60.32 66.96
6.97 21 2.59 66.87
7.68 21 10.61 66.25
24.86 2 36.56 65.76
267.26 6 55.62 66.42
198.31 9 67.68 66.67
245.93 13 64.47 67.18
272.34 17 88.83 67.66
148.9 20 49.29 68.01
106.88 20 30.88 68.24
66.55 5 35.37 68.18
230.3 8 80.84 68.55
96.27 10 51.55 68.65
99.41 4 25.34 68.84
84.35 5 48.41 68.5
121.46 7 45.23 68.6
179.28 10 37.42 68.96
93.62 11 70.17 68.68
103.66 13 48.4 68.64
113.19 15 36.58 68.87
91.73 16 67.37 68.6
82.84 14 23.85 68.74
179.36 16 81.14 68.63
152.46 19 45.31 68.86
56.17 20 38.96 68.63
8.09 20 47.42 68.23
8.07 20 55.84 67.7
8.08 20 64.28 67.22
6.89 21 6.47 67.25
8.06 21 14.89 66.52
138.1 4 29.09 66.77
237.32 7 81.89 67.01
276.88 12 46.17 67.77
275.43 16 73.76 68.39
159.06 19 44.82 68.74
52.12 18 34.25 68.67
64.98 4 37.09 68.73
113.04 6 25.12 68.75
127.17 8 27.9 68.95
61.98 9 27.61 68.79
120.06 4 87.98 68.59
125.78 7 24.31 68.82
123.02 9 22.75 68.78
110.82 10 73.48 68.46
155.76 13 41.1 68.82
79.35 14 58.96 68.64
151.51 16 87.15 68.67
66.34 14 26.57 68.74
160.18 16 63.82 68.69
97.92 18 36.06 68.72
88.84 19 63.82 68.56
36.85 20 37.29 68.51
8.11 20 45.76 68.06
8.11 20 54.23 67.69
26.27 1 81.67 67.13
243.28 5 75.69 67.81
255.54 9 82.71 68.32
182.02 12 77.75 68.54
104.66 14 57.03 68.63
105.09 16 36.75 68.73
126.87 16 39.21 68.82
102.2 17 80.94 68.59
79.74 19 34.18 68.8
66.3 20 38.41 68.64
8.09 20 46.85 68.19
8.09 20 55.3 67.87
23.89 1 80.25 67.29
181.17 4 74.41 67.69
177.9 7 65.16 68.07
233.65 10 114.12 68.46
121.29 13 45.75 68.83
79.7 13 63.97 68.59
93.15 15 31.22 68.64
134.89 17 42.07 68.66
115.03 19 32.16 68.88
61.07 20 30.92 68.71
8.09 20 39.38 68.36
17.58 2 57.74 67.87
195.35 5 66.71 68.27
180.17 8 59.83 68.63
93.44 10 27.38 68.73
125.43 11 93.35 68.69
98.57 13 66.41 68.62
154.88 12 98.14 68.68
80.14 14 51.8 68.62
116.38 16 43.3 68.75
110.78 18 28.96 68.83
67.16 19 34.09 68.75
59.86 20 31.59 68.61
90.18 4 60.75 68.46
132.31 6 68.9 68.38
141.21 9 21.33 68.94
66.21 10 25.47 68.76
129.95 12 31.15 68.85
100.79 10 71.4 68.45
137.9 12 85.38 68.59
75.26 14 34.13 68.61
121.91 16 31.41 68.83
67.72 17 37.12 68.74
97.52 18 73.95 68.55
117.24 4 66.35 68.51
95.23 6 35.78 68.54
116.52 8 27.43 68.79
69.54 9 35.04 68.76
102.62 10 77.19 68.39
136.89 9 25.11 68.84
92.9 10 57.11 68.59
96.85 12 28.23 68.73
128.78 14 32.7 68.85
82.34 15 53.68 68.68
91.72 16 84.48 68.46
75.42 18 33.22 68.61
132.38 5 41.43 68.72
129.78 7 47.03 68.82
77.68 8 63.15 68.63
96.34 10 33.73 68.76
136.69 12 46.45 68.83
97.19 9 82.93 68.58
68.76 11 24.7 68.72
130.55 13 31.02 68.85
106.57 14 77.3 68.61
80.16 16 30.99 68.72
109.91 17 80.76 68.49
93.09 5 47.95 68.59
112.95 7 35.88 68.86
95.54 8 70.64 68.49
85.17 10 29.79 68.75
131.98 12 37.6 68.66
116.33 9 29.05 68.86
125.9 11 30.51 68.88
97.61 12 67.44 68.54
95.92 14 37.83 68.67
111.79 15 89.56 68.48
95.0 17 58.74 68.63
116.12 19 49.98 68.76
116.71 6 41.84 68.9
52.11 7 31.24 68.86
102.71 8 73.49 68.47
123.05 10 71.97 68.71
110.29 12 57.35 68.63
107.7 9 39.83 68.84
112.9 11 27.71 68.79
75.52 12 41.57 68.62
117.89 14 34.75 68.8
84.89 15 58.39 68.52
120.99 17 54.72 68.64
97.83 5 26.86 68.72
138.78 7 41.77 68.81
94.54 8 75.49 68.61
91.69 10 41.22 68.67
115.4 12 31.7 68.75
118.9 9 90.86 68.54
73.98 11 38.09 68.7
115.94 13 29.25 68.78
82.53 14 50.42 68.73
123.38 16 49.24 68.91
64.04 17 51.11 68.61
108.46 5 34.35 68.87
58.7 6 30.64 68.83
106.43 7 76.77 68.44
119.49 9 71.53 68.69
107.13 11 53.38 68.92
101.3 9 29.15 68.79
119.04 10 88.46 68.66
96.21 12 58.91 68.71
97.4 14 30.6 68.84
99.58 15 69.58 68.62
130.99 17 76.35 68.65
80.73 6 30.84 68.87
93.51 7 63.49 68.69
96.97 9 34.74 68.75
103.22 10 77.52 68.66
74.8 7 25.6 68.67
139.24 9 40.99 68.88
58.77 10 37.35 68.76
110.54 12 22.77 68.77
126.8 14 25.16 69.02
61.91 15 24.8 68.82
120.31 16 85.43 68.5
72.97 5 31.61 68.77
124.44 7 31.54 68.85
120.68 8 92.56 68.6
70.5 10 36.31 68.85
64.36 7 38.51 68.56
149.0 9 64.08 68.6
102.42 11 41.01 68.72
69.82 12 48.91 68.69
105.8 13 94.39 68.49
124.22 16 29.07 69.01
96.57 4 64.91 68.6
95.65 6 34.77 68.87
61.98 7 34.47 68.73
114.32 9 23.83 68.98
64.34 10 26.0 68.72
73.29 7 37.53 68.53
191.54 10 42.52 69.02
52.93 11 32.78 68.75
100.47 12 72.7 68.56
83.72 14 30.09 68.84
100.1 15 69.61 68.52
132.21 5 77.66 68.69
74.68 7 25.62 68.96
62.32 8 25.69 68.77
124.74 10 25.93 68.82
123.03 7 24.39 68.86
87.83 8 51.1 68.65
103.67 10 29.4 68.98
66.94 11 34.3 68.81
121.07 13 30.7 68.99
69.15 14 37.91 68.77
95.89 15 73.04 68.53
98.91 5 46.53 68.85
89.53 6 75.02 68.46
87.69 8 36.57 68.74
116.24 9 92.95 68.66
68.17 7 34.12 68.79
136.43 9 46.57 69.0
125.18 11 47.28 69.05
50.88 12 35.4 68.79
90.01 13 64.39 68.5
146.05 15 86.89 68.5
76.51 17 36.77 68.78
137.05 19 49.87 69.05
62.58 20 50.21 68.76
100.65 8 25.29 68.97
71.55 9 35.01 68.71
114.53 11 24.59 68.86
61.28 12 23.73 68.79
162.17 14 63.07 68.68
87.52 16 24.43 68.97
94.19 17 57.79 68.69
91.72 19 23.55 68.75
112.42 6 75.95 68.6
82.92 8 32.52 68.7
113.0 9 85.52 68.37
82.42 11 41.56 68.64
118.49 13 35.27 68.89
119.86 15 30.42 68.77
112.64 16 83.04 68.71
74.06 18 30.35 68.76
99.0 19 68.73 68.7
82.34 6 89.71 68.36
91.89 8 55.64 68.62
106.72 10 37.07 68.92
58.79 11 33.45 68.81
62.24 12 33.44 68.72
138.9 14 48.47 68.46
147.8 16 72.82 68.53
98.19 18 45.56 68.8
112.76 20 33.29 69.06
59.01 7 29.9 68.71
124.07 9 29.44 68.82
60.25 10 27.35 68.86
80.34 11 46.24 68.69
80.2 12 64.98 68.23
151.47 15 28.12 68.72
133.98 17 38.02 69.01
85.14 18 62.03 68.49
88.11 19 89.03 68.37
120.76 7 85.12 68.58
84.45 9 43.28 68.76
82.31 10 64.23 68.71
95.25 12 33.68 68.86
62.54 13 33.97 68.81
76.19 3 48.54 68.52
107.26 5 30.58 68.83
69.47 6 38.12 68.78
118.66 8 32.01 69.04
89.54 6 60.5 68.46
96.29 8 31.03 68.67
106.92 9 77.67 68.5
86.42 10 102.91 68.42
110.36 13 23.11 68.79
132.32 15 31.26 68.86
73.35 16 42.85 68.54
114.57 18 32.46 68.95
114.95 7 22.48 69.06
65.8 8 26.18 68.79
132.17 10 34.19 69.05
54.36 11 25.94 68.99
72.75 12 36.91 68.6
143.81 14 57.06 68.45
98.47 16 29.87 68.81
122.2 18 27.46 69.07
64.53 6 29.84 68.85
126.22 8 31.63 68.89
73.68 9 43.57 68.66
88.82 10 71.31 68.59
96.31 12 41.86 68.67
112.37 14 29.19 68.74
112.35 15 81.5 68.66
74.31 17 29.08 68.8
98.87 18 67.32 68.56
88.92 7 30.16 68.65
108.99 8 78.97 68.46
70.08 10 22.13 68.82
80.64 11 41.33 68.75
134.42 13 51.68 68.97
120.32 15 47.3 68.85
119.36 17 41.93 69.04
66.79 18 46.68 68.94
49.7 6 33.57 68.84
117.33 7 91.09 68.38
65.47 9 29.43 68.76
121.17 11 25.94 68.8
146.07 13 48.47 68.74
84.85 14 72.06 68.65
83.79 16 29.54 68.76
80.76 17 48.87 68.64
90.37 5 78.24 68.49
85.42 7 37.41 68.6
100.7 8 77.56 68.46
85.4 10 36.72 68.78
130.8 12 43.29 68.85
130.82 14 49.88 69.08
74.66 15 62.84 68.49
96.88 17 33.98 68.76
100.82 18 74.26 68.54
86.76 6 35.07 68.74
92.65 7 66.81 68.61
92.91 9 33.81 68.83
76.28 10 48.45 68.54
93.41 11 81.0 68.29
138.95 14 31.06 68.85
64.48 15 33.39 68.74
121.35 17 30.09 69.01
77.2 5 45.71 68.71
127.53 7 48.94 68.71
109.26 9 33.02 69.08
74.81 10 46.14 69.04
65.65 11 49.69 68.73
123.51 13 48.64 69.02
53.56 14 39.55 68.91
57.59 15 34.68 68.76
130.41 5 40.85 68.81
79.23 6 58.59 68.68
96.37 8 29.2 68.89
65.62 9 32.72 68.83
61.69 10 32.12 68.73
134.16 12 42.2 68.59
120.98 14 38.51 68.8
92.72 15 70.34 68.68
89.85 16 99.16 68.56
120.08 6 94.54 68.58
61.46 8 28.69 68.96
62.23 9 28.66 68.85
23.85 9 53.57 121.83
0.04 9 53.61 120.91
0.02 9 53.63 120.01
0.03 9 53.66 119.1
0.68 9 54.37 114.32
7.24 9 61.93 107.48
5.79 10 2.96 88.13
35.93 10 40.49 57.64
115.06 12 30.63 16.02
203.69 5 48.31 16.62
280.6 9 81.29 19.38
234.83 8 66.67 20.69
259.31 12 77.42 22.19
266.72 6 95.91 24.35
268.09 11 50.82 26.58
273.81 7 76.72 28.19
271.26 11 100.16 29.88
268.59 16 55.59 32.04
274.8 11 82.52 33.83
274.1 6 108.71 35.21
265.51 7 60.92 37.19
266.66 11 79.35 38.39
282.12 16 48.91 40.37
268.29 15 69.04 41.83
274.56 14 95.71 43.5
265.4 15 47.8 43.89
269.74 19 69.45 41.11
281.34 10 103.2 42.39
237.36 14 91.03 43.5
179.42 11 83.36 44.26
208.44 15 40.98 45.47
279.1 15 72.4 46.86
278.34 17 38.24 48.86
232.0 15 85.5 49.79
261.69 16 98.74 49.97
185.02 20 32.02 49.83
190.06 17 100.49 50.68
279.9 10 67.72 51.92
272.15 14 91.88 52.74
264.04 12 107.56 53.62
265.29 14 59.54 55.04
275.1 18 86.8 56.18
272.62 15 46.44 57.88
282.11 19 81.01 59.17
255.6 19 87.88 60.29
165.59 18 65.77 61.33
135.25 16 76.99 61.73
226.51 20 53.69 63.15
77.3 18 69.42 63.39
175.38 17 57.53 64.03
183.83 6 54.47 63.62
223.6 9 92.94 64.5
255.92 13 100.15 65.04
271.49 12 58.61 66.35
271.65 12 82.27 67.3
267.06 17 36.3 68.64
68.42 12 42.73 68.72
52.13 13 32.15 68.74
120.31 14 92.79 68.51
39.55 12 69.22 68.59
85.27 14 28.49 68.92
62.33 15 28.57 68.99
67.6 13 34.16 69.06
8.1 13 42.62 68.75
69.19 14 49.87 68.03
176.04 17 38.68 62.82
187.9 8 39.86 57.87
244.2 8 99.85 58.61
234.63 12 84.82 59.57
178.17 15 75.85 59.7
260.92 19 88.29 60.64
227.5 9 65.99 61.44
263.52 13 81.13 62.45
277.82 17 111.41 63.44
147.11 12 70.08 64.32
236.5 13 56.99 65.59
211.15 13 82.46 66.32
259.75 14 93.66 67.58
202.25 15 44.83 68.73
130.84 17 51.44 69.07
43.28 8 31.63 69.09
126.54 10 33.75 68.87
73.81 6 45.81 68.73
115.39 8 36.3 68.84
73.31 4 47.84 68.86
100.62 5 87.92 68.47
74.82 7 36.03 68.83
118.91 9 30.18 68.96
63.44 10 31.42 68.8
101.6 11 72.5 68.43
82.64 13 28.77 68.76
96.28 7 64.31 68.69
46.75 8 48.12 68.6
99.42 9 87.0 68.68
100.47 4 61.9 68.21
127.26 6 64.78 68.59
134.54 8 75.26 68.64
105.27 10 55.17 68.68
94.51 12 23.84 68.89
102.51 13 65.88 68.71
37.98 14 40.52 68.62
113.72 6 29.26 68.87
84.32 7 52.31 68.54
102.66 9 29.54 68.74
88.1 10 56.53 68.69
103.15 12 34.23 69.01
69.22 13 41.5 68.74
114.15 10 30.68 69.03
64.96 11 33.5 68.72
122.72 13 31.63 68.86
58.88 14 28.11 68.8
79.3 15 45.91 68.63
102.58 16 88.03 68.67
72.37 4 33.58 68.88
108.62 5 82.01 68.7
56.11 6 75.59 68.45
82.08 8 31.28 68.73
117.97 9 89.47 68.53
79.17 7 42.13 68.62
113.03 9 30.13 68.96
66.22 10 34.27 68.78
60.4 11 32.33 68.8
117.8 13 25.34 68.73
124.06 14 89.87 68.5
75.34 16 38.53 68.68
91.32 5 68.88 68.64
83.85 7 26.41 68.93
79.54 8 44.47 68.66
100.02 9 83.91 68.53
82.22 11 39.75 68.6
117.28 13 32.2 68.99
84.47 14 55.4 68.47
115.22 5 45.7 68.61
111.72 7 32.34 68.88
63.63 8 33.78 68.77
85.4 9 57.96 68.63
112.87 11 45.83 68.59
107.73 13 28.3 68.95
66.33 14 32.56 68.55
113.12 5 20.66 68.98
79.02 6 38.17 68.61
108.88 7 86.87 68.48
69.44 9 29.36 69.06
121.09 10 90.81 68.27
70.61 12 34.52 68.45
114.96 14 24.55 68.73
120.05 5 84.91 68.59
74.62 7 32.81 68.95
67.14 8 37.91 68.76
134.87 10 48.73 68.52
108.23 12 31.73 69.09
67.21 13 36.91 68.51
111.41 5 23.23 69.0
66.11 6 27.25 68.88
66.22 7 31.38 68.77
104.38 8 75.38 68.58
124.12 10 74.97 68.32
85.32 12 34.05 68.76
88.86 13 61.83 68.42
141.69 5 79.77 68.61
79.6 7 32.87 68.96
57.91 8 28.33 68.81
126.27 9 95.18 68.4
78.26 3 47.02 68.73
95.78 4 82.02 68.44
75.77 6 31.12 68.9
113.52 4 84.66 68.54
79.48 6 37.64 68.83
60.78 7 36.1 68.81
113.39 9 24.49 69.08
66.22 10 28.63 68.84
127.54 11 96.82 68.37
82.14 4 52.57 68.6
105.19 6 32.39 69.04
37.9 6 71.97 68.39
87.2 7 98.03 68.43
102.03 9 74.55 68.22
109.87 11 59.26 68.51
111.92 13 46.11 68.69
111.45 6 32.48 69.17
37.27 6 71.41 68.39
85.62 8 31.03 69.03
79.88 9 49.44 68.2
108.1 4 32.31 68.73
118.65 5 91.2 68.58
75.85 4 40.38 69.06
110.81 6 26.07 69.03
64.17 7 28.07 69.1
50.2 1 80.5 68.21
130.4 3 86.66 68.39
79.34 5 39.49 69.03
99.8 3 78.69 65.81
78.22 5 30.35 68.92
59.88 6 27.87 68.98
96.09 7 63.21 68.63
105.66 9 43.54 68.89
52.65 10 33.51 68.84
143.51 4 53.35 68.96
47.98 5 38.44 68.95
96.58 6 74.28 68.66
94.64 8 43.09 68.67
118.86 10 37.18 68.81
85.56 11 61.52 68.69
88.96 4 89.41 68.19
67.75 6 30.14 68.94
105.48 7 75.28 68.5
88.3 3 37.47 69.23
56.3 4 31.25 68.85
137.44 4 44.75 69.27
27.11 4 73.06 68.53
128.57 6 77.31 62.86
251.89 10 80.52 64.24
207.05 13 101.72 65.32
228.23 10 80.01 66.96
175.76 13 68.53 68.29
88.78 5 31.21 69.13
65.42 6 34.51 68.91
87.78 7 61.17 68.47
89.16 9 24.26 69.07
73.22 5 35.72 68.39
146.02 7 58.19 68.66
73.6 8 70.04 68.69
65.3 9 73.23 68.64
79.97 3 26.72 68.92
69.83 4 34.64 68.66
112.91 4 22.52 68.99
74.58 5 35.39 69.22
61.85 6 34.98 69.15
47.72 6 84.82 68.11
125.29 8 85.64 68.4
76.91 10 35.93 68.96
121.45 4 32.74 69.19
61.03 5 31.46 68.94
65.98 6 35.34 68.6
115.21 8 25.75 68.91
66.91 9 30.61 68.83
124.02 4 30.09 69.31
66.23 5 34.24 68.78
88.46 6 61.62 66.87
182.08 4 56.73 68.24
121.78 6 53.89 68.52
78.64 4 71.0 68.18
86.45 6 31.25 68.93
65.32 7 34.45 68.98
123.17 9 33.05 68.76
97.27 10 69.63 68.7
85.04 4 93.66 68.4
66.63 6 33.22 68.85
65.76 7 36.88 68.91
85.42 8 61.07 68.45
56.1 2 54.64 66.11
123.85 4 53.96 68.4
109.87 6 38.68 66.88
184.61 4 36.43 68.44
139.21 6 51.78 68.76
105.87 8 32.32 69.06
85.38 6 56.47 68.55
80.12 7 75.13 68.6
40.94 2 52.87 68.85
97.67 3 89.87 68.71
66.62 2 94.43 66.38
63.18 4 30.38 68.89
67.03 5 35.36 68.94
122.81 6 98.61 66.09
271.18 11 56.73 68.04
139.37 13 72.25 68.49
76.95 7 87.61 68.01
74.74 9 35.63 68.88
76.9 2 50.93 68.61
101.18 4 26.56 68.95
61.53 4 90.82 68.21
60.95 6 24.45 68.85
87.13 4 50.43 68.59
100.8 5 90.69 68.42
81.46 7 45.73 68.67
90.31 8 75.03 68.38
81.38 10 29.98 68.93
122.29 4 27.66 69.25
67.55 5 33.2 69.12
145.44 7 55.07 66.17
286.75 6 94.47 68.01
127.79 9 32.88 68.44
114.9 5 87.86 68.45
90.43 7 52.27 68.64
79.29 8 70.05 68.71
30.95 2 37.36 68.98
95.14 3 71.7 68.67
78.57 5 23.72 69.17
88.64 4 51.28 69.04
109.19 5 100.29 68.48
71.27 7 44.69 69.04
51.29 3 33.24 69.26
66.51 4 37.69 68.96
97.4 2 74.39 66.63
96.27 4 44.89 69.01
50.93 5 33.07 68.88
86.62 6 58.52 68.6
99.64 8 32.54 69.0
70.39 9 41.05 68.51
91.62 2 71.71 65.59
102.52 4 48.75 68.71
76.28 5 63.4 61.96
177.48 8 53.7 62.8
182.9 11 49.67 64.07
192.33 7 55.49 65.18
232.76 10 103.53 66.09
199.47 6 51.78 67.84
138.64 8 66.54 68.66
78.24 9 83.24 68.54
74.98 5 31.51 68.55
124.98 7 32.0 68.76
62.92 8 32.69 68.87
66.16 9 36.77 68.75
60.72 10 35.17 68.87
64.36 3 37.37 68.86
67.45 4 42.8 68.76
114.13 4 31.96 68.87
67.36 5 37.29 68.77
56.66 6 31.44 68.85
80.94 7 50.95 68.38
82.81 2 72.42 68.42
90.69 4 37.1 68.99
135.01 4 48.06 69.51
46.71 5 31.83 68.99
65.29 6 35.0 69.09
58.25 7 30.82 68.38
131.75 9 38.39 68.97
131.54 4 45.73 69.48
19.14 4 65.72 68.56
79.19 5 83.41 68.35
70.21 7 26.7 68.89
129.49 9 31.9 69.03
91.07 3 62.0 65.66
81.94 4 82.56 68.14
90.36 6 46.89 68.2
111.82 3 33.64 69.16
74.51 4 46.44 68.59
121.94 3 43.76 66.15
51.84 4 32.88 68.85
106.61 5 79.21 59.03
186.36 8 78.79 59.64
247.95 7 77.67 61.22
233.97 11 61.96 63.0
271.07 5 85.0 65.08
260.9 5 97.4 66.65
263.73 10 47.75 68.65
84.77 11 71.26 68.52
42.97 12 51.12 68.36
98.46 7 23.91 68.74
