interval_qps l0_files total_mem_size pending_bytes
6.83 22 16.98 59.68
8.13 22 25.47 59.68
8.12 22 33.95 59.57
8.12 22 42.44 59.46
8.12 22 50.92 59.34
8.12 22 59.4 59.22
7.48 23 2.2 59.46
6.44 23 8.93 59.34
7.75 23 17.02 59.05
8.12 23 25.5 58.86
8.1 23 33.95 58.6
8.11 23 42.42 58.42
8.11 23 50.89 58.24
8.11 23 59.35 57.97
7.47 24 2.14 58.11
5.92 24 8.32 57.99
6.5 24 15.11 57.99
6.5 24 21.9 57.99
6.5 24 28.7 57.99
6.51 24 35.5 57.99
6.5 24 42.28 57.99
6.5 24 49.08 57.99
6.51 24 55.87 57.99
6.51 24 62.67 57.99
5.2 25 3.09 58.23
209.93 3 92.3 54.89
222.88 6 130.01 59.2
249.02 10 130.03 60.01
190.26 14 68.67 60.81
212.66 17 95.72 61.48
154.61 20 62.14 62.05
5.62 21 2.99 62.16
5.25 21 8.48 62.07
6.34 21 15.09 61.97
7.46 21 22.89 61.87
8.13 21 31.37 61.76
8.12 21 39.85 61.65
8.12 21 48.33 61.54
8.13 21 56.82 61.43
8.07 21 65.25 61.43
6.3 22 6.81 61.55
7.02 22 14.15 61.45
8.12 22 22.63 61.33
8.13 22 31.12 61.33
8.12 22 39.6 61.21
8.12 22 48.08 61.1
8.13 22 56.57 60.98
8.11 22 65.04 60.98
6.8 23 7.13 61.05
8.13 23 15.62 61.05
8.11 23 24.1 60.76
8.12 23 32.58 60.58
8.1 23 41.04 60.32
8.12 23 49.52 60.23
8.13 23 58.01 60.11
7.83 23 66.19 59.93
6.85 24 8.33 59.99
8.12 24 16.8 59.81
8.12 24 25.28 59.72
8.13 24 33.77 59.72
8.14 24 42.26 59.72
8.14 24 50.76 59.72
8.13 24 59.25 59.72
6.9 24 66.46 59.72
6.07 25 7.78 59.95
5.2 25 13.22 59.95
5.2 25 18.65 59.95
5.2 25 24.08 59.95
5.21 25 29.52 59.95
127.36 2 97.51 56.53
199.88 5 111.21 60.79
152.66 8 75.59 61.37
181.14 11 69.72 61.94
178.78 13 126.38 62.39
174.66 16 113.73 62.95
202.43 20 65.08 63.84
6.72 21 7.09 63.96
7.19 21 14.6 63.85
8.13 21 23.09 63.75
8.13 21 31.58 63.75
8.13 21 40.07 63.65
8.12 21 48.54 63.54
8.12 21 57.03 63.43
8.02 21 65.4 63.37
6.01 22 6.66 63.45
8.13 22 15.16 63.45
8.12 22 23.64 63.34
8.13 22 32.12 63.27
8.11 22 40.6 63.17
8.13 22 49.08 63.06
8.13 22 57.57 63.06
7.92 22 65.84 62.95
5.74 23 6.82 63.07
6.51 23 13.61 63.07
7.4 23 21.34 62.95
8.13 23 29.83 62.95
8.13 23 38.32 62.84
8.12 23 46.8 62.73
8.14 23 55.29 62.73
8.1 23 63.75 62.52
6.08 24 5.09 62.76
6.58 24 11.96 62.55
8.1 24 20.42 62.28
8.1 24 28.88 62.01
8.1 24 37.34 61.74
8.12 24 45.83 61.66
8.12 24 54.3 61.45
8.11 24 62.77 61.27
6.75 25 4.81 61.33
6.5 25 11.61 61.33
6.51 25 18.4 61.33
6.5 25 25.19 61.33
6.51 25 31.99 61.33
6.51 25 38.79 61.33
6.5 25 45.58 61.33
6.5 25 52.37 61.33
6.51 25 59.17 61.33
57.86 1 54.58 58.07
288.68 5 96.0 62.29
238.46 9 85.12 63.09
238.5 13 74.15 63.88
224.6 16 113.67 64.55
202.43 19 130.03 65.12
7.2 21 7.52 65.46
8.14 21 16.02 65.46
8.12 21 24.5 65.36
8.13 21 32.99 65.26
8.12 21 41.46 65.15
8.13 21 49.95 65.04
8.12 21 58.43 64.93
7.76 21 66.53 64.83
6.5 22 8.3 65.05
8.11 22 16.77 64.95
8.12 22 25.25 64.84
8.12 22 33.73 64.73
8.13 22 42.22 64.62
8.14 22 50.72 64.62
8.12 22 59.2 64.53
7.61 23 2.13 64.65
6.5 23 8.92 64.65
7.94 23 17.2 64.46
8.12 23 25.68 64.35
8.14 23 34.18 64.35
8.12 23 42.67 64.23
8.1 23 51.13 64.03
8.11 23 59.6 63.76
7.93 24 2.86 63.81
7.1 24 10.28 63.61
8.12 24 18.76 63.43
8.1 24 27.21 63.16
8.12 24 35.7 62.98
8.09 24 44.15 62.72
8.12 24 52.63 62.62
8.11 24 61.1 62.44
7.23 25 3.64 62.49
6.51 25 10.44 62.49
6.5 25 17.23 62.49
6.51 25 24.02 62.49
6.51 25 30.82 62.49
6.51 25 37.62 62.49
6.51 25 44.41 62.49
6.5 25 51.2 62.49
6.51 25 58.0 62.49
6.5 25 64.79 62.49
4.53 26 4.51 62.72
121.62 2 66.51 59.22
247.58 5 130.03 63.45
199.98 9 78.82 64.26
173.55 12 65.01 64.83
185.14 14 128.33 65.28
183.03 17 124.44 65.84
129.11 20 64.22 66.51
5.28 21 4.73 66.63
5.47 21 10.44 66.53
6.59 21 17.32 66.42
7.54 21 25.2 66.33
8.12 21 33.67 66.22
8.13 21 42.17 66.22
8.12 21 50.65 66.12
8.12 21 59.13 66.01
7.82 22 2.28 66.13
7.48 22 10.1 66.08
8.12 22 18.57 65.97
8.14 22 27.07 65.97
8.12 22 35.55 65.86
8.13 22 44.04 65.75
8.12 22 52.52 65.64
8.13 22 61.01 65.64
7.01 23 3.32 65.75
5.71 23 9.29 65.64
6.51 23 16.08 65.64
8.02 23 24.46 65.53
8.12 23 32.94 65.41
8.13 23 41.43 65.29
8.1 23 49.89 65.03
8.12 23 58.38 64.95
7.98 23 66.71 64.74
7.85 24 9.89 64.8
8.1 24 18.35 64.54
8.1 24 26.81 64.29
8.12 24 35.29 64.2
8.12 24 43.77 64.11
8.11 24 52.25 63.89
8.12 24 60.72 63.71
7.83 25 3.88 63.75
7.98 25 12.21 63.66
8.13 25 20.71 63.66
8.14 25 29.2 63.66
8.14 25 37.7 63.66
8.13 25 46.19 63.66
8.14 25 54.69 63.66
8.13 25 63.18 63.66
6.12 26 4.56 63.89
5.21 26 10.0 63.89
258.13 4 84.54 64.5
191.96 7 89.97 65.09
225.12 10 130.03 65.68
249.01 14 130.03 66.48
186.76 17 130.03 67.05
116.78 20 56.94 67.65
7.94 20 65.24 67.59
6.49 21 7.0 67.71
7.37 21 14.7 67.6
8.13 21 23.18 67.5
8.13 21 31.67 67.39
8.13 21 40.16 67.39
8.13 21 48.65 67.29
8.13 21 57.13 67.17
8.0 21 65.49 67.06
5.45 22 6.16 67.18
6.51 22 12.96 67.18
7.62 22 20.92 67.07
8.12 22 29.4 66.97
8.13 22 37.89 66.97
8.12 22 46.37 66.85
8.13 22 54.86 66.74
8.12 22 63.34 66.63
6.81 23 5.44 66.75
6.51 23 12.24 66.75
8.11 23 20.7 66.63
8.12 23 29.18 66.52
8.12 23 37.66 66.31
8.1 23 46.13 66.04
8.11 23 54.59 65.77
8.12 23 63.07 65.59
7.41 24 5.79 65.63
8.13 24 14.29 65.63
