interval_qps l0_files total_mem_size pending_bytes
40.97 23 20.19 15.64
49.78 23 27.41 15.51
51.26 23 34.85 15.51
51.22 23 42.27 15.51
55.07 23 50.26 15.38
64.04 23 59.55 15.38
54.81 23 67.5 15.38
52.99 24 10.18 15.51
40.98 24 16.12 15.51
40.96 24 22.06 15.51
41.03 24 28.02 15.51
40.97 24 33.96 15.51
40.98 24 39.9 15.51
41.01 24 45.85 15.51
40.96 24 51.8 15.51
41.03 24 57.75 15.51
40.98 24 63.69 15.51
30.49 24 68.12 15.51
33.17 25 7.91 15.64
26.25 25 11.72 15.64
26.22 25 15.53 15.64
26.22 25 19.33 15.64
26.26 25 23.14 15.64
26.24 25 26.94 15.64
26.22 25 30.75 15.64
26.23 25 34.55 15.64
26.22 25 38.36 15.64
26.27 25 42.17 15.64
26.23 25 45.97 15.64
26.22 25 49.78 15.64
26.22 25 53.58 15.64
26.24 25 57.39 15.64
314.69 2 103.04 12.39
293.92 3 80.67 12.39
392.22 4 72.55 15.57
383.56 5 63.18 15.57
398.18 5 120.95 15.57
346.74 6 105.97 15.7
395.33 7 98.31 15.7
394.11 8 90.47 15.83
294.53 9 68.18 15.96
361.41 10 55.6 15.96
319.72 11 36.92 16.09
390.87 11 93.62 16.09
282.49 12 69.59 16.22
322.31 13 51.3 16.22
367.24 13 104.5 16.22
327.11 14 86.94 16.35
356.61 15 73.66 16.35
284.92 16 49.83 16.48
367.96 16 103.22 16.48
315.25 17 83.93 16.6
354.56 18 70.35 16.62
382.86 19 60.83 16.74
204.13 20 25.42 16.87
40.8 20 31.34 16.74
45.92 20 38.0 16.74
45.92 20 44.66 16.74
48.08 20 51.64 16.62
57.4 20 59.96 16.62
52.84 20 67.63 16.62
40.61 21 8.5 16.74
41.26 21 14.49 16.62
45.91 21 21.15 16.62
45.91 21 27.81 16.62
50.04 21 35.07 16.48
57.44 21 43.4 16.48
57.36 21 51.72 16.48
58.46 21 60.2 16.35
57.76 21 68.58 16.35
46.76 22 10.35 16.48
40.95 22 16.29 16.48
49.1 22 23.42 16.35
51.23 22 30.85 16.35
51.23 22 38.28 16.35
56.13 22 46.42 16.22
64.08 22 55.71 16.22
64.03 22 65.0 16.22
48.32 23 7.0 16.35
47.96 23 13.96 16.22
51.24 23 21.39 16.22
51.26 23 28.83 16.22
53.29 23 36.56 16.09
63.97 23 45.84 16.09
64.11 23 55.14 16.09
64.07 23 64.43 16.09
54.49 24 7.32 16.08
51.22 24 14.75 16.08
51.21 24 22.18 16.08
51.29 24 29.62 16.08
59.12 24 38.2 15.95
64.06 24 47.49 15.95
64.06 24 56.79 15.95
62.48 24 65.85 15.95
49.51 25 8.02 16.08
40.98 25 13.97 16.08
41.02 25 19.92 16.08
40.98 25 25.86 16.08
40.98 25 31.81 16.08
41.03 25 37.76 16.08
40.95 25 43.7 16.08
41.03 25 49.65 16.08
40.96 25 55.59 16.08
41.0 25 61.54 16.08
37.56 25 66.99 16.08
29.98 26 6.32 16.21
26.23 26 10.13 16.21
26.24 26 13.93 16.21
26.21 26 17.74 16.21
26.23 26 21.54 16.21
26.24 26 25.35 16.21
26.23 26 29.15 16.21
26.23 26 32.96 16.21
26.22 26 36.76 16.21
26.25 26 40.57 16.21
26.24 26 44.38 16.21
26.24 26 48.18 16.21
26.22 26 51.99 16.21
26.24 26 55.79 16.21
105.55 2 71.11 12.92
278.82 3 46.54 12.92
393.17 3 103.57 12.92
377.38 4 93.3 16.0
333.73 5 76.71 16.13
338.69 6 60.7 16.26
349.57 7 46.4 16.26
383.47 7 101.91 16.26
341.35 8 86.42 16.31
301.77 9 65.18 16.44
314.11 10 45.73 16.57
401.56 10 103.99 16.44
389.06 11 95.37 16.57
316.69 12 76.3 16.7
330.02 13 59.16 16.69
286.82 13 100.77 16.69
357.33 14 87.42 16.82
360.99 15 74.78 16.95
367.09 16 63.02 16.95
387.62 17 54.24 17.08
393.45 17 111.31 17.08
367.12 18 99.56 17.2
379.79 19 89.64 17.2
146.34 20 45.85 17.33
36.71 20 51.18 17.33
39.61 20 56.93 17.2
45.92 20 63.59 17.2
38.63 20 69.19 17.2
34.44 21 9.17 17.33
34.11 21 14.12 17.2
36.74 21 19.45 17.2
36.71 21 24.78 17.2
41.2 21 30.75 17.07
45.93 21 37.42 17.07
45.89 21 44.07 17.07
47.25 21 50.93 16.93
57.4 21 59.26 16.93
53.78 21 67.06 16.93
40.53 22 7.93 17.06
42.07 22 14.03 16.93
45.88 22 20.68 16.93
45.93 22 27.35 16.93
48.95 22 34.45 16.8
57.4 22 42.78 16.8
57.42 22 51.11 16.8
57.39 22 59.43 16.8
50.45 22 66.75 16.67
52.5 23 9.35 16.8
40.99 23 15.3 16.8
42.97 23 21.53 16.66
51.23 23 28.96 16.66
51.22 23 36.39 16.66
51.24 23 43.83 16.66
57.54 23 52.17 16.53
64.02 23 61.46 16.53
56.08 23 69.6 16.53
42.23 24 10.71 16.66
46.31 24 17.43 16.52
51.28 24 24.87 16.52
51.22 24 32.3 16.52
51.27 24 39.74 16.52
51.19 24 47.17 16.52
51.28 24 54.61 16.52
51.25 24 62.04 16.52
45.06 24 68.58 16.52
34.13 25 8.52 16.66
32.82 25 13.28 16.66
32.79 25 18.03 16.66
32.78 25 22.79 16.66
32.78 25 27.54 16.66
32.79 25 32.3 16.66
32.82 25 37.07 16.66
32.78 25 41.82 16.66
32.8 25 46.58 16.66
32.8 25 51.34 16.66
32.77 25 56.09 16.66
32.8 25 60.85 16.66
31.95 25 65.48 16.66
24.26 26 3.99 16.79
20.99 26 7.03 16.79
20.98 26 10.08 16.79
20.98 26 13.12 16.79
20.98 26 16.16 16.79
21.0 26 19.21 16.79
20.97 26 22.25 16.79
47.04 2 29.07 13.43
359.35 2 81.21 13.43
392.2 3 73.09 13.43
397.21 4 65.71 16.56
405.93 5 59.57 16.69
406.36 6 53.51 16.83
405.91 6 112.4 16.83
331.85 7 95.52 16.82
392.59 8 87.46 16.95
339.66 9 71.73 17.08
393.99 10 63.87 17.08
401.28 11 57.06 17.16
371.64 12 45.91 17.28
356.76 12 97.66 17.28
298.37 13 75.93 17.28
318.81 14 57.17 17.41
305.66 14 101.51 17.41
360.84 15 88.85 17.54
358.99 16 75.91 17.54
316.2 17 56.77 17.66
324.89 18 38.89 17.79
392.15 18 95.68 17.66
390.82 19 87.14 17.79
165.87 20 46.19 17.91
29.37 20 50.46 17.91
36.42 20 55.74 17.78
36.7 20 61.06 17.78
33.55 20 65.93 17.78
30.8 21 5.39 17.78
29.36 21 9.64 17.78
29.37 21 13.9 17.78
32.77 21 18.66 17.65
36.74 21 23.99 17.65
36.72 21 29.31 17.65
41.12 21 35.28 17.52
45.9 21 41.94 17.52
45.96 21 48.61 17.52
50.54 21 55.94 17.38
57.38 21 64.27 17.38
46.89 21 71.07 17.38
36.81 22 11.4 17.51
44.54 22 17.86 17.38
45.91 22 24.52 17.38
45.9 22 31.18 17.38
52.39 22 38.78 17.25
57.38 22 47.11 17.25
57.44 22 55.44 17.25
59.27 22 64.04 17.11
50.81 23 6.4 17.24
41.0 23 12.34 17.24
41.03 23 18.29 17.24
48.61 23 25.35 17.1
51.2 23 32.77 17.1
51.26 23 40.21 17.1
53.06 23 47.91 16.96
64.02 23 57.2 16.96
61.93 23 66.18 16.96
49.15 24 8.3 17.1
47.26 24 15.15 16.96
51.27 24 22.59 16.96
51.22 24 30.02 16.96
51.24 24 37.45 16.96
51.24 24 44.89 16.96
51.28 24 52.33 16.96
51.19 24 59.75 16.96
48.24 24 66.75 16.96
35.2 25 6.84 17.09
32.77 25 11.6 17.09
32.8 25 16.36 17.09
32.8 25 21.12 17.09
32.79 25 25.87 17.09
