interval_qps l0_files total_mem_size pending_bytes
373.34 5 73.59 14.06
371.2 6 62.43 14.37
368.57 7 50.86 14.69
349.09 8 36.49 14.98
347.45 9 21.88 15.25
383.07 9 77.45 15.25
327.51 4 59.95 15.65
349.75 5 45.67 15.53
364.9 6 33.08 15.52
368.0 7 21.45 15.94
370.42 7 75.19 15.94
163.49 8 33.84 16.35
299.81 8 77.34 16.35
335.96 9 61.06 16.45
350.02 7 46.82 16.84
346.16 8 32.02 17.23
359.19 4 19.11 14.28
374.12 4 73.38 13.85
371.22 5 62.22 14.17
379.16 6 52.21 14.45
379.01 7 42.18 14.77
364.1 8 29.99 15.07
330.92 8 77.98 15.07
340.24 8 127.34 15.07
214.5 4 28.43 15.77
359.62 5 15.59 15.5
372.65 5 69.65 15.5
374.76 6 59.0 15.92
379.25 7 49.0 16.34
340.13 8 33.32 16.75
331.7 8 81.44 16.68
329.77 6 64.27 17.07
311.65 3 44.47 17.4
176.2 3 70.03 17.05
332.56 4 53.26 16.9
366.8 5 41.45 13.77
376.56 6 31.07 14.22
360.99 7 18.42 14.42
370.33 7 72.14 14.27
347.67 8 57.27 14.72
297.79 8 100.47 14.72
348.85 9 86.07 15.17
287.55 10 62.76 15.4
353.61 11 49.05 15.83
338.94 11 98.22 15.83
338.27 10 17.27 14.77
376.9 10 71.94 14.77
379.66 4 62.0 15.2
379.64 5 52.07 15.59
359.06 6 39.14 15.96
377.99 7 28.96 16.46
354.55 7 80.4 16.33
356.48 8 67.1 16.7
223.58 8 99.54 16.7
304.97 3 78.76 17.17
340.32 4 63.12 16.98
310.01 5 43.08 17.31
368.95 6 31.59 17.79
346.35 6 81.79 17.79
368.14 7 70.18 18.03
394.07 7 127.35 18.03
372.22 8 116.34 18.09
147.53 9 72.72 17.73
364.62 9 125.42 17.73
327.29 8 42.87 15.5
357.56 9 29.73 16.0
381.3 10 20.03 16.49
356.58 10 71.76 16.49
379.16 3 61.75 16.88
353.45 4 48.01 17.25
357.5 5 34.86 17.72
323.99 5 81.86 17.72
340.47 6 66.25 17.59
345.25 4 51.32 17.51
327.23 4 98.79 17.42
324.18 5 80.81 17.37
339.85 6 65.09 17.85
367.62 6 118.42 17.7
