interval_qps l0_files total_mem_size pending_bytes
83.34 13 12.09 26.76
288.05 13 53.84 26.76
399.9 13 111.85 26.76
125.31 13 130.03 26.76
0.0 13 130.03 26.76
0.0 13 130.03 26.76
0.0 13 130.03 26.76
0.0 13 130.03 26.76
180.48 11 26.18 26.73
249.95 11 62.44 26.73
365.22 12 50.41 26.34
379.68 12 105.49 26.34
363.28 13 92.77 25.62
256.8 13 130.03 25.62
0.0 13 130.03 25.62
167.35 12 24.28 25.89
372.9 12 78.38 25.89
378.81 13 68.32 26.11
320.51 14 49.8 26.33
382.97 14 105.36 26.33
170.03 14 130.03 26.33
58.91 13 8.55 26.75
373.9 13 62.79 26.75
320.36 14 44.26 26.97
372.36 14 98.27 26.97
346.04 15 83.45 27.18
303.75 15 127.51 27.18
17.34 15 130.03 27.18
181.58 14 26.34 27.61
411.04 14 85.96 27.61
319.38 15 67.27 27.82
383.63 15 122.93 27.82
48.94 15 130.03 27.82
0.0 15 130.03 27.82
0.0 15 130.03 27.82
0.0 15 130.03 27.82
