interval_qps l0_files total_mem_size pending_bytes
6.5 21 33.1 65.76
6.5 21 39.89 65.76
6.51 21 46.69 65.76
6.5 21 53.48 65.76
73.3 18 130.03 65.75
62.26 19 130.03 65.95
4.48 20 69.69 66.15
10.29 18 15.43 66.35
172.28 20 65.31 66.75
7.03 21 7.64 66.95
82.69 9 94.0 63.48
107.76 11 76.51 63.6
113.5 12 130.03 63.72
62.25 13 130.03 63.92
62.26 14 130.03 64.03
62.25 15 130.03 64.15
47.58 16 114.71 64.26
14.68 16 130.03 64.26
62.26 17 130.03 64.38
62.25 18 130.03 64.58
62.26 19 130.03 64.7
2.82 20 67.96 64.9
8.13 20 76.45 64.9
8.12 20 84.94 64.9
8.13 20 93.43 64.9
8.12 20 101.91 64.9
89.18 13 130.03 65.09
62.25 14 130.03 64.79
26.81 15 93.02 64.99
97.56 16 130.03 65.1
0.0 16 130.03 65.1
38.6 14 105.33 65.21
23.65 14 130.03 65.21
62.25 15 130.03 65.41
0.0 15 130.03 65.41
62.26 16 130.03 65.61
62.25 17 130.03 65.64
0.0 17 130.03 65.64
0.0 17 130.03 65.64
62.25 15 130.03 65.84
62.25 16 130.03 65.96
0.0 16 130.03 65.96
62.26 17 130.03 66.16
62.25 18 130.03 66.27
0.0 18 130.03 66.27
62.26 16 130.03 66.38
62.25 17 130.03 66.58
0.0 17 130.03 66.58
62.25 18 130.03 66.78
62.25 19 130.03 66.81
0.0 19 130.03 66.81
0.0 19 130.03 66.81
0.0 19 130.03 66.81
62.26 16 130.03 67.01
62.26 17 130.03 67.12
62.25 18 130.03 67.32
0.0 18 130.03 67.32
0.0 18 130.03 67.32
0.0 18 130.03 67.32
0.0 18 130.03 67.32
0.0 19 65.01 67.52
62.26 19 130.03 67.52
0.0 19 130.03 67.52
62.25 16 130.03 67.62
0.0 16 130.03 67.62
0.0 16 130.03 67.62
62.26 14 130.03 67.82
10.0 15 75.46 68.02
52.25 15 130.03 68.02
62.26 16 130.03 68.13
62.26 17 130.03 68.25
0.0 17 130.03 68.25
62.25 18 130.03 68.45
0.0 18 130.03 68.45
62.25 19 130.03 68.56
0.0 19 130.03 68.56
62.26 15 130.03 68.67
6.45 17 6.74 69.07
5.22 17 12.18 68.98
10.07 17 22.71 68.89
8.14 17 31.2 68.89
8.12 17 39.68 68.89
8.12 17 48.16 68.8
8.13 17 56.65 68.8
70.27 17 130.03 68.71
2.82 18 67.97 68.91
7.52 19 10.81 69.11
7.56 19 18.7 69.02
8.12 19 27.18 68.93
8.11 15 35.66 68.93
8.13 15 44.15 68.93
6.91 15 51.36 68.93
9.38 15 61.15 68.93
7.24 15 68.71 68.93
6.02 16 9.98 69.04
8.1 16 18.44 68.95
8.12 16 26.92 68.86
8.13 16 35.41 68.86
8.12 16 43.89 68.86
8.13 16 52.38 68.86
8.13 16 60.87 68.86
6.53 16 67.68 68.86
