time_micro,level0
2672.323126,22
2672.356813,22
2676.044439,22
2679.706566,22
2681.491844,23
2684.135996,23
2688.032189,23
2690.526398,24
2692.303294,24
2698.301008,25
2709.736101,26
2749.209986,20
2751.178951,20
2754.715733,21
2754.841339,21
2758.395069,21
2761.94095,21
2764.918871,22
2765.836752,22
2769.724001,22
2773.636768,22
2774.429213,23
2775.280825,23
2779.534794,23
2782.504705,24
2784.089712,24
2788.469598,24
2791.297946,25
2802.424407,26
2844.697758,20
2846.899905,20
2849.453469,20
2849.495239,21
2852.898721,21
2856.377415,21
2859.930883,22
2860.239827,22
2863.877581,22
2867.63974,22
2868.749563,23
2872.261189,23
2876.107233,23
2878.418109,24
2880.345083,24
2884.524381,24
2887.361479,25
2898.028765,26
2940.769404,20
2943.413868,20
2946.533547,21
2947.32633,21
2950.579572,21
2954.644297,21
2957.080284,22
2958.907115,22
2963.053022,22
2966.73208,23
2967.44984,23
2971.729246,23
2976.15887,24
2976.259196,24
2980.555659,24
2984.309611,24
2985.428619,25
2994.086463,26
3008.239333,27
3040.028571,20
3040.112129,20
3043.999577,20
3047.586521,20
3048.529663,21
3051.273837,21
3055.286677,21
3058.481519,22
3059.232504,22
3063.136402,22
3066.94039,22
3067.866148,23
3070.336143,23
3074.356651,23
3076.192174,24
3076.943181,24
3081.097158,24
3085.243485,25
3085.419017,25
3093.726301,26
3107.721935,27
3143.799314,20
3146.661043,20
3149.922603,21
3150.690488,21
3154.360931,21
3157.990254,21
3161.619088,21
3162.770629,22
3165.948543,22
3169.877514,22
3172.956099,23
3173.773954,23
3177.944778,23
3182.374117,23
3182.407608,24
3186.938458,24
3189.766593,25
3200.735956,26
3242.726243,20
3243.051921,20
3244.228542,20
3246.999067,21
3247.983129,21
3251.786925,21
3255.485218,21
3256.700327,22
3259.745941,22
3261.281412,22
3264.359959,22
3264.418393,23
3268.472558,23
3272.561387,23
3272.594131,24
3277.540462,24
3281.294231,25
3282.221032,25
3290.428659,26
3304.107576,27
3340.192878,20
3342.670188,20
3343.463251,20
3344.540206,21
3347.059139,21
3350.637837,21
3354.500008,21
3356.302068,22
3358.504943,22
3361.216148,22
3364.90316,22
3365.837301,23
3368.932314,23
3372.369923,23
3374.16382,24
3376.499444,24
3380.828625,24
3383.222932,25
3385.492465,25
3391.673392,26
3402.448975,27
3441.963424,20
3445.70898,20
3446.568224,21
3449.547075,21
3453.450668,21
3457.296434,21
3458.281122,22
3459.649234,22
3463.470041,22
3465.897773,22
3467.741364,23
3470.377916,23
3474.606356,23
3476.892673,24
3479.128313,24
3483.240812,24
3486.252334,25
3487.712886,25
3494.018996,26
3504.9445,27
3545.883949,20
3546.718703,20
3550.205699,20
3551.324365,21
3554.26051,21
3558.372847,21
3561.375933,22
3562.510724,22
3566.431719,22
3570.861098,23
3570.944735,23
3572.888848,23
3577.085198,23
3579.337847,24
3581.281602,24
3585.294167,24
3587.98079,24
3588.022359,25
3591.977021,25
3596.389932,26
3600.185998,26
