secs,user_cpu,sys_cpu,io_wait,cpu_percent,cpu_num,rss,vms,dirty,read_count,write_count,disk_read_bytes,disk_write_bytes,syscall_read_bytes,syscall_write_bytes,num_threads
1, 0.72, 0.07, 0.17, 0.0, 9, 32550912, 429342720, 0, 99, 31074, 24752128, 4153344, 50667, 4091507, 7
2, 1.66, 0.13, 0.17, 100.0, 9, 38227968, 504844288, 0, 99, 74483, 24752128, 9793536, 50667, 9734922, 7
3, 2.6, 0.19, 0.17, 100.0, 9, 43905024, 504844288, 0, 99, 117376, 24752128, 15372288, 50667, 15311475, 7
4, 3.53, 0.26, 0.17, 100.0, 9, 49582080, 513236992, 0, 99, 160014, 24752128, 20914176, 50667, 20855018, 7
5, 4.44, 0.36, 0.17, 101.0, 9, 55259136, 521629696, 0, 99, 202620, 24752128, 26456064, 50667, 26394408, 7
6, 5.35, 0.45, 0.17, 100.0, 9, 60665856, 521629696, 0, 99, 244823, 24752128, 31940608, 50667, 31881477, 7
7, 6.28, 0.52, 0.17, 100.0, 9, 66342912, 530022400, 0, 99, 286455, 24752128, 37355520, 50667, 37294212, 7
8, 7.2, 0.6, 0.17, 100.0, 9, 71749632, 538415104, 0, 99, 327982, 24752128, 42754048, 50667, 42693304, 7
9, 8.11, 0.69, 0.17, 100.0, 9, 77156352, 538415104, 0, 99, 369396, 24752128, 48136192, 50667, 48077699, 7
10, 9.03, 0.76, 0.17, 99.0, 9, 82563072, 546807808, 0, 99, 410803, 24752128, 53522432, 50667, 53461177, 7
11, 9.95, 0.85, 0.17, 101.0, 9, 87969792, 555200512, 0, 99, 451751, 24752128, 58843136, 50667, 58784987, 7
12, 10.88, 0.92, 0.17, 100.0, 9, 93683712, 563593216, 0, 100, 491854, 24756224, 64057344, 50672, 63999375, 7
13, 12.76, 1.04, 0.17, 199.9, 9, 103686144, 566751232, 0, 100, 536912, 24756224, 124280832, 50672, 124219597, 7
14, 13.75, 1.12, 0.17, 107.0, 9, 42643456, 504844288, 0, 105, 580925, 24760320, 132542464, 933226, 132471648, 7
15, 14.67, 1.2, 0.17, 100.0, 9, 47509504, 504844288, 0, 105, 623802, 24760320, 138117120, 933226, 138046270, 7
16, 15.55, 1.32, 0.17, 100.0, 9, 53186560, 504844288, 0, 105, 665922, 24760320, 143593472, 933226, 143522544, 7
17, 16.49, 1.39, 0.17, 101.0, 9, 58593280, 504844288, 0, 105, 707783, 24760320, 149032960, 933226, 148965065, 7
18, 17.36, 1.51, 0.17, 99.0, 9, 64270336, 504844288, 0, 105, 749708, 24760320, 154484736, 933226, 154415975, 7
19, 18.3, 1.58, 0.17, 101.0, 9, 69677056, 504844288, 0, 105, 791335, 24760320, 159895552, 933226, 159828145, 7
20, 19.19, 1.69, 0.17, 100.0, 9, 75083776, 504844288, 0, 105, 833075, 24760320, 165322752, 933226, 165254929, 7
21, 20.12, 1.76, 0.17, 100.0, 9, 80760832, 504844288, 0, 105, 874632, 24760320, 170725376, 933226, 170657999, 7
22, 21.06, 1.82, 0.17, 100.0, 9, 86167552, 504844288, 0, 105, 916117, 24760320, 176119808, 933226, 176051626, 7
23, 21.96, 1.92, 0.17, 100.0, 9, 91574272, 504844288, 0, 105, 957092, 24760320, 181448704, 933226, 181379015, 7
24, 23.19, 2.03, 0.17, 134.0, 9, 99139584, 504844288, 0, 106, 1000125, 24760320, 205864960, 933231, 205791719, 7
25, 24.77, 2.15, 0.17, 169.9, 9, 107520000, 504844288, 0, 106, 1044893, 24760320, 249757696, 933231, 249686077, 7
26, 25.69, 2.25, 0.17, 102.0, 9, 96501760, 555167744, 0, 111, 1088281, 24760320, 255410176, 1815991, 255330239, 7
27, 26.62, 2.32, 0.17, 100.0, 9, 99475456, 555167744, 0, 111, 1131886, 24760320, 261079040, 1815991, 260999530, 7
28, 27.53, 2.41, 0.17, 100.0, 9, 99475456, 555167744, 0, 111, 1175408, 24760320, 266735616, 1815991, 266658099, 7
29, 28.45, 2.49, 0.17, 100.0, 9, 99475456, 555167744, 0, 111, 1218803, 24760320, 272375808, 1815991, 272300083, 7
30, 29.37, 2.57, 0.17, 100.0, 9, 99475456, 555167744, 0, 111, 1261733, 24760320, 277958656, 1815991, 277881678, 7
31, 30.3, 2.64, 0.17, 100.0, 9, 99475456, 555167744, 0, 111, 1304091, 24760320, 283467776, 1815991, 283388817, 7
32, 31.24, 2.7, 0.17, 100.0, 9, 99475456, 555167744, 0, 111, 1346388, 24760320, 288964608, 1815991, 288888108, 7
33, 32.17, 2.76, 0.17, 99.0, 9, 99475456, 555167744, 0, 111, 1388206, 24760320, 294404096, 1815991, 294325108, 7
34, 33.1, 2.84, 0.17, 101.0, 9, 99475456, 555167744, 0, 111, 1429747, 24760320, 299802624, 1815991, 299726023, 7
35, 34.0, 2.94, 0.17, 100.0, 9, 99475456, 555167744, 0, 111, 1470655, 24760320, 305123328, 1815991, 305044702, 7
36, 35.76, 3.07, 0.17, 188.9, 9, 105418752, 555167744, 0, 112, 1515802, 24760320, 360144896, 1815996, 360049811, 7
37, 36.83, 3.16, 0.17, 116.0, 9, 108662784, 555167744, 0, 117, 1559252, 24760320, 373555200, 2698558, 373453786, 7
38, 37.76, 3.24, 0.17, 101.0, 9, 108662784, 555167744, 0, 117, 1601995, 24760320, 379109376, 2698558, 379010989, 7
39, 38.71, 3.29, 0.17, 100.0, 9, 108662784, 555167744, 0, 117, 1643721, 24760320, 384536576, 2698558, 384436029, 7
40, 39.62, 3.38, 0.17, 100.0, 9, 108662784, 555167744, 0, 117, 1685120, 24760320, 389918720, 2698558, 389818552, 7
41, 40.53, 3.47, 0.17, 100.0, 9, 108662784, 555167744, 0, 117, 1726054, 24760320, 395239424, 2698558, 395140536, 7
42, 41.45, 3.56, 0.17, 101.0, 9, 108662784, 555167744, 0, 117, 1767056, 24760320, 400572416, 2698558, 400471442, 7
43, 42.4, 3.6, 0.17, 99.0, 9, 108662784, 555167744, 0, 117, 1807655, 24760320, 405848064, 2698558, 405749869, 7
44, 43.31, 3.68, 0.17, 99.0, 9, 108662784, 555167744, 0, 117, 1847650, 24760320, 411049984, 2698558, 410949823, 7
45, 44.22, 3.78, 0.17, 101.0, 9, 108662784, 555167744, 0, 117, 1887820, 24760320, 416272384, 2698558, 416172548, 7
46, 45.17, 3.83, 0.17, 100.0, 9, 108662784, 555167744, 0, 117, 1927629, 24760320, 421445632, 2698558, 421348254, 7
47, 46.08, 3.92, 0.17, 100.0, 9, 108662784, 555167744, 0, 118, 1966688, 24760320, 426528768, 2698563, 426426527, 7
48, 47.95, 4.05, 0.17, 199.9, 9, 115421184, 555167744, 0, 118, 2011892, 24760320, 487813120, 2698563, 487711167, 7
49, 49.62, 4.18, 0.17, 179.9, 9, 121085952, 555167744, 0, 5242, 2055215, 24760320, 514830336, 24009590, 514719236, 7
50, 51.52, 4.27, 0.17, 198.9, 9, 122978304, 555167744, 0, 11859, 2097664, 24760320, 546529280, 50415837, 546418755, 7
51, 53.24, 4.4, 0.17, 184.9, 9, 125952000, 555167744, 0, 17098, 2139737, 24760320, 574099456, 71323118, 573985452, 7
52, 55.15, 4.49, 0.17, 199.9, 9, 125952000, 555167744, 0, 23701, 2181558, 24760320, 605724672, 97673476, 605607770, 7
53, 57.05, 4.59, 0.17, 199.9, 9, 125952000, 555167744, 0, 30307, 2223208, 24760320, 637321216, 124035648, 637204201, 7
54, 58.78, 4.69, 0.17, 182.9, 9, 125952000, 555167744, 0, 35519, 2264473, 24760320, 664772608, 144835264, 664652295, 7
55, 60.67, 4.8, 0.17, 199.9, 9, 125952000, 555167744, 0, 42123, 2305550, 24760320, 696299520, 171189634, 696176935, 7
56, 62.59, 4.88, 0.17, 199.9, 9, 125952000, 555167744, 0, 48666, 2346121, 24760320, 727756800, 197300465, 727635663, 7
57, 64.28, 4.99, 0.17, 179.9, 9, 125952000, 555167744, 0, 53649, 2386981, 24760320, 753065984, 217186007, 752937990, 7
58, 65.63, 5.08, 0.17, 143.9, 9, 125952000, 555167744, 0, 56290, 2427228, 24760320, 770076672, 231172020, 769938784, 7
59, 66.76, 5.17, 0.17, 122.0, 9, 125952000, 555167744, 0, 56291, 2468812, 24764416, 786984960, 231172025, 786844912, 7
60, 68.47, 5.28, 0.17, 181.9, 9, 125952000, 555167744, 0, 56296, 2513356, 24764416, 838172672, 232054701, 838029641, 7
61, 69.39, 5.36, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2556793, 24764416, 843816960, 232054701, 843677153, 7
62, 70.32, 5.43, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2599693, 24764416, 849395712, 232054701, 849254848, 7
63, 71.25, 5.5, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2641952, 24764416, 854888448, 232054701, 854749124, 7
64, 72.21, 5.54, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2683936, 24764416, 860348416, 232054701, 860207704, 7
65, 73.13, 5.62, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2725740, 24764416, 865783808, 232054701, 865642816, 7
66, 74.05, 5.7, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2767238, 24764416, 871178240, 232054701, 871038216, 7
67, 74.95, 5.8, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2808254, 24764416, 876515328, 232054701, 876370860, 7
68, 75.9, 5.85, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2848851, 24764416, 881795072, 232054701, 881649102, 7
69, 76.83, 5.92, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2889441, 24764416, 887070720, 232054701, 886926434, 7
70, 77.76, 5.99, 0.17, 100.0, 9, 125952000, 555167744, 0, 56296, 2929276, 24764416, 892252160, 232054701, 892105513, 7
71, 79.11, 6.1, 0.17, 145.9, 9, 125952000, 555167744, 0, 56297, 2972072, 24764416, 925003776, 232054706, 924850750, 7
72, 80.58, 6.19, 0.17, 155.9, 9, 125952000, 555167744, 0, 56302, 3016565, 24764416, 960507904, 232937315, 960346322, 7
73, 81.47, 6.3, 0.17, 100.0, 9, 125952000, 555167744, 0, 56302, 3060140, 24764416, 966172672, 232937315, 966011788, 7
