secs_elapsed,interval_qps,num_compaction,num_flushes,lsm_shape
,1,43323,64,1+11,43322,64,1+1
,2,43226,64,1+12,43226,64,1+1
,3,42632,64,1+13,42632,64,1+1
,4,42765,64,1+14,42765,64,1+1
,5,42507,64,1+15,42506,64,1+1
,6,42040,64,1+16,42040,64,1+1
,7,41512,64,1+17,41511,64,1+1
,8,41478,64,1+18,41478,64,1+1
,9,41393,64,1+19,41392,64,1+1
,10,41291,64,1+110,41290,64,1+1
,11,40749,64,1+111,40749,64,1+1
,12,41833,64,1+112,41833,64,1+1
,13,44500,64,1+113,44499,64,1+1
,14,43595,64,1+114,43595,64,1+1
,15,42557,64,1+115,42556,64,1+1
,16,42031,64,1+116,42031,64,1+1
,17,41849,64,1+117,41848,64,1+1
,18,41788,64,1+118,41787,64,1+1
,19,41608,64,1+119,41608,64,1+1
,20,41771,64,1+120,41770,64,1+1
,21,41507,64,1+121,41507,64,1+1
,22,41428,64,1+122,41428,64,1+1
,23,40723,64,1+123,40722,64,1+1
,24,44338,64,1+124,44337,64,1+1
,25,44135,64,1+125,44135,64,1+1
,26,43479,64,1+126,43478,64,1+1
,27,43565,64,1+127,43564,64,1+1
,28,43471,64,1+128,43470,64,1+1
,29,43329,64,1+129,43328,64,1+1
,30,42706,64,1+130,42706,64,1+1
,31,42270,64,1+131,42269,64,1+1
,32,42322,64,1+132,42322,64,1+1
,33,41668,64,1+133,41667,64,1+1
,34,41309,64,1+134,41309,64,1+1
,35,42138,64,1+135,42138,64,1+1
,36,44730,64,1+136,44729,64,1+1
,37,43095,64,1+137,43094,64,1+1
,38,42405,64,1+138,42404,64,1+1
,39,41625,64,1+139,41624,64,1+1
,40,41143,64,1+140,41142,64,1+1
,41,41049,64,1+141,41049,64,1+1
,42,40916,64,1+142,40915,64,1+1
,43,40426,64,1+143,40426,64,1+1
,44,39884,64,1+144,39883,64,1+1
,45,40193,64,1+145,40193,64,1+1
,46,39509,64,1+146,39508,64,1+1
,47,41169,64,1+147,41169,64,1+1
,48,44206,64,1+148,44205,64,1+1
,49,43118,64,1+149,43118,64,1+1
,50,42236,64,1+150,42235,64,1+1
,51,41960,64,1+151,41960,64,1+1
,52,41731,64,1+152,41731,64,1+1
,53,41515,64,1+153,41514,64,1+1
,54,41149,64,1+154,41149,64,1+1
,55,40609,64,1+155,40609,64,1+1
