secs_elapsed,interval_qps,num_compaction,num_flushes,lsm_shape
,1,43929,512,12+11,43928,512,12+1
,2,42497,512,12+12,42496,512,12+1
,3,41852,512,12+13,41852,512,12+1
,4,41436,512,12+14,41436,512,12+1
,5,40894,512,12+15,40894,512,12+1
,6,41379,512,12+16,41379,512,12+1
,7,41042,512,12+17,41042,512,12+1
,8,40134,512,12+18,40133,512,12+1
,9,40000,512,12+19,39999,512,12+1
,10,39855,512,12+110,39854,512,12+1
,11,40276,512,12+111,40276,512,12+1
,12,40066,512,12+112,40065,512,12+1
,13,40184,512,12+113,40183,512,12+1
,14,40374,512,12+114,40373,512,12+1
,15,39804,512,12+115,39804,512,12+1
,16,39978,512,12+116,39977,512,12+1
,17,38567,512,12+117,38566,512,12+1
,18,39101,512,12+118,39101,512,12+1
,19,39282,512,12+119,39282,512,12+1
,20,38806,512,12+120,38806,512,12+1
,21,39566,512,12+121,39566,512,12+1
,22,39086,512,12+122,39085,512,12+1
,23,39127,512,12+123,39127,512,12+1
,24,39064,512,12+124,39063,512,12+1
,25,35298,512,12+125,35298,512,12+1
,26,36804,512,12+126,36804,512,12+1
,27,35984,512,12+127,35984,512,12+1
,28,35176,512,12+128,35176,512,12+1
,29,37312,512,12+129,37312,512,12+1
,30,37022,512,12+130,37021,512,12+1
,31,37410,512,12+131,37410,512,12+1
,32,35955,512,12+132,35954,512,12+1
,33,37012,512,12+133,37012,512,12+1
,34,33860,512,12+134,33859,512,12+1
,35,36692,512,12+135,36692,512,12+1
,36,37835,512,12+136,37834,512,12+1
,37,38750,512,12+137,38750,512,12+1
,38,38666,512,12+138,38665,512,12+1
,39,38730,512,12+139,38730,512,12+1
,40,37745,512,12+140,37744,512,12+1
,41,35512,512,12+141,35512,512,12+1
,42,34039,512,12+142,34038,512,12+1
,43,37105,512,12+143,37104,512,12+1
,44,36620,512,12+144,36619,512,12+1
,45,36767,512,12+145,36767,512,12+1
,46,38418,512,12+146,38417,512,12+1
,47,38131,512,12+147,38130,512,12+1
,48,38122,512,12+148,38122,512,12+1
,49,35882,512,12+149,35882,512,12+1
,50,34442,512,12+150,34441,512,12+1
,51,35883,512,12+151,35883,512,12+1
,52,35916,512,12+152,35916,512,12+1
,53,36682,512,12+153,36681,512,12+1
,54,36513,512,12+154,36512,512,12+1
,55,30748,512,12+155,30747,512,12+1
,56,33548,512,12+156,33548,512,12+1
,57,34767,512,12+157,34766,512,12+1
,58,36691,512,12+158,36690,512,12+1
,59,33800,512,12+159,33799,512,12+1
,60,35797,512,12+160,35797,512,12+1
,61,36206,512,12+161,36206,512,12+1
,62,33427,512,12+162,33426,512,12+1
,63,37194,512,12+163,37194,512,12+1
,64,36155,512,12+164,36154,512,12+1
,65,36362,512,12+165,36361,512,12+1
,66,36903,512,12+166,36902,512,12+1
,67,37515,512,12+167,37514,512,12+1
,68,36328,512,12+168,36328,512,12+1
,69,34776,512,12+169,34775,512,12+1
,70,36951,512,12+170,36950,512,12+1
,71,38578,512,12+171,38578,512,12+1
,72,38286,512,12+172,38285,512,12+1
,73,38382,512,12+173,38382,512,12+1
,74,40347,512,12+174,40346,512,12+1
,75,35281,512,12+175,35281,512,12+1
,76,34086,512,12+176,34085,512,12+1
,77,32441,512,12+177,32440,512,12+1
,78,33681,512,12+178,33681,512,12+1
,79,31673,512,12+179,31672,512,12+1
,80,34964,512,12+180,34963,512,12+1
,81,33480,512,12+181,33480,512,12+1
,82,34766,512,12+182,34765,512,12+1
,83,34914,512,12+183,34913,512,12+1
,84,34582,512,12+184,34581,512,12+1
,85,34225,512,12+185,34225,512,12+1
,86,35695,512,12+186,35694,512,12+1
,87,36898,512,12+187,36897,512,12+1
,88,35910,512,12+188,35909,512,12+1
,89,36083,512,12+189,36083,512,12+1
,90,36152,512,12+190,36151,512,12+1
,91,36958,512,12+191,36958,512,12+1
,92,36425,512,12+192,36425,512,12+1
,93,36441,512,12+193,36441,512,12+1
,94,33984,512,12+194,33983,512,12+1
,95,34426,512,12+195,34426,512,12+1
,96,36241,512,12+196,36241,512,12+1
,97,35468,512,12+197,35467,512,12+1
,98,34440,512,12+198,34440,512,12+1
,99,34220,512,12+199,34219,512,12+1
,100,33282,512,12+1100,33281,512,12+1
,101,33805,512,12+1101,33805,512,12+1
,102,34734,512,12+1102,34733,512,12+1
,103,34968,512,12+1103,34968,512,12+1
,104,34967,512,12+1104,34967,512,12+1
,105,34601,512,12+1105,34601,512,12+1
,106,34310,512,12+1106,34309,512,12+1
,107,35750,512,12+1107,35750,512,12+1
,108,43049,512,12+1108,43049,512,12+1
,109,40670,512,12+1109,40669,512,12+1
,110,39467,512,12+1110,39467,512,12+1
,111,39644,512,12+1111,39643,512,12+1
,112,38098,512,12+1112,38098,512,12+1
,113,37863,512,12+1113,37863,512,12+1
,114,38545,512,12+1114,38545,512,12+1
,115,38027,512,12+1115,38026,512,12+1
,116,38686,512,12+1116,38686,512,12+1
,117,39338,512,12+1117,39338,512,12+1
,118,39522,512,12+1118,39521,512,12+1
,119,39326,512,12+1119,39325,512,12+1
,120,38855,512,12+1120,38855,512,12+1
,121,39160,512,12+1121,39160,512,12+1
,122,38459,512,12+1122,38459,512,12+1
,123,40142,512,12+1123,40142,512,12+1
,124,40437,512,12+1124,40437,512,12+1
,125,40172,512,12+1125,40172,512,12+1
,126,39619,512,12+1126,39618,512,12+1
,127,37111,512,12+1127,37111,512,12+1
,128,38833,512,12+1128,38833,512,12+1
,129,35962,512,12+1129,35962,512,12+1
,130,35166,512,12+1130,35166,512,12+1
,131,36794,512,12+1131,36794,512,12+1
,132,36043,512,12+1132,36042,512,12+1
,133,35932,512,12+1133,35932,512,12+1
,134,36565,512,12+1134,36564,512,12+1
,135,37242,512,12+1135,37241,512,12+1
,136,35596,512,12+1136,35596,512,12+1
,137,36199,512,12+1137,36198,512,12+1
,138,39078,512,12+1138,39078,512,12+1
,139,38732,512,12+1139,38731,512,12+1
,140,38174,512,12+1140,38173,512,12+1
,141,38346,512,12+1141,38346,512,12+1
,142,38205,512,12+1142,38204,512,12+1
,143,38459,512,12+1143,38458,512,12+1
,144,38649,512,12+1144,38648,512,12+1
,145,38924,512,12+1145,38923,512,12+1
,146,38583,512,12+1146,38582,512,12+1
,147,37115,512,12+1147,37115,512,12+1
,148,38105,512,12+1148,38105,512,12+1
,149,39003,512,12+1149,39002,512,12+1
,150,38440,512,12+1150,38440,512,12+1
,151,38041,512,12+1151,38040,512,12+1
,152,38020,512,12+1152,38020,512,12+1
,153,38639,512,12+1153,38638,512,12+1
,154,37644,512,12+1154,37644,512,12+1
,155,37962,512,12+1155,37962,512,12+1
,156,37358,512,12+1156,37358,512,12+1
,157,33636,512,12+1157,33635,512,12+1
,158,35848,512,12+1158,35848,512,12+1
,159,36212,512,12+1159,36212,512,12+1
