device,cpu,batch size,avg,max
NVMeSSD,1CPU,64MB,635.5020266736402,1084.31640625
PM,1CPU,64MB,804.9927355929844,1658.296875
SATAHDD,1CPU,64MB,111.83764036909923,1195.0625
SATASSD,1CPU,64MB,342.31748892716536,1316.86328125
