secs,user_cpu,sys_cpu,io_wait,cpu_percent,cpu_num,rss,vms,dirty,read_count,write_count,disk_read_bytes,disk_write_bytes,syscall_read_bytes,syscall_write_bytes,num_threads
86, 74.78, 6.75, 0.44, 100.0, 10, 473665536, 941268992, 0, 212, 3368674, 26562560, 438890496, 348963, 438504049, 7
87, 75.68, 6.84, 0.44, 99.0, 10, 479072256, 941268992, 0, 212, 3408773, 26578944, 444104704, 348963, 443717706, 7
88, 76.52, 6.89, 0.44, 89.0, 10, 483667968, 949661696, 0, 216, 3443787, 26578944, 448679936, 359617, 448286529, 7
89, 77.44, 6.97, 0.44, 100.0, 10, 489074688, 949661696, 0, 216, 3484522, 26578944, 453976064, 359617, 453582962, 7
90, 78.35, 7.06, 0.44, 100.0, 10, 494481408, 958054400, 0, 216, 3525312, 26578944, 459284480, 359617, 458886470, 7
91, 79.19, 7.13, 0.44, 91.0, 10, 499077120, 966447104, 0, 220, 3559183, 26578944, 463716352, 370271, 463306675, 7
92, 80.08, 7.23, 0.44, 99.0, 10, 504483840, 966447104, 0, 220, 3599849, 26578944, 469004288, 370271, 468594124, 7
93, 81.0, 7.31, 0.44, 100.0, 10, 509620224, 974839808, 0, 220, 3640579, 26578944, 474300416, 370271, 473889832, 7
94, 81.84, 7.37, 0.44, 90.0, 10, 514486272, 974839808, 0, 224, 3676164, 26578944, 478949376, 380925, 478532907, 7
95, 82.79, 7.43, 0.44, 101.0, 10, 519892992, 983232512, 0, 224, 3716477, 26578944, 484192256, 380925, 483774391, 7
96, 83.68, 7.53, 0.44, 99.0, 10, 525299712, 991625216, 0, 224, 3757198, 26578944, 489484288, 380925, 489068997, 7
97, 84.53, 7.64, 0.44, 96.0, 10, 530165760, 991625216, 0, 224, 3795946, 26578944, 494530560, 380925, 494112498, 7
98, 85.43, 7.7, 0.44, 96.0, 10, 535302144, 1000017920, 0, 228, 3833355, 26578944, 499417088, 391579, 498987477, 7
99, 86.33, 7.79, 0.44, 99.0, 10, 540708864, 1008410624, 0, 228, 3873864, 26578944, 504680448, 391579, 504254516, 7
100, 87.25, 7.87, 0.44, 100.0, 10, 545845248, 1008410624, 0, 228, 3914417, 26578944, 509960192, 391579, 509527200, 7
101, 87.93, 7.91, 0.44, 72.0, 10, 549359616, 1016803328, 0, 232, 3939957, 26578944, 513310720, 402233, 512864152, 7
102, 88.81, 8.01, 0.44, 98.0, 10, 554496000, 1016803328, 0, 232, 3979639, 26583040, 518471680, 402233, 518023661, 7
103, 89.6, 8.06, 0.44, 84.0, 10, 558551040, 1025196032, 0, 236, 4009873, 26583040, 522428416, 412887, 521970885, 7
104, 90.54, 8.12, 0.44, 100.0, 10, 565075968, 1026252800, 0, 237, 4043753, 28467200, 534159360, 412892, 533697023, 7
105, 92.39, 8.25, 0.44, 197.9, 10, 573681664, 1038843904, 0, 237, 4089114, 28467200, 595480576, 412892, 595015016, 7
106, 94.09, 8.37, 0.44, 181.9, 10, 581787648, 1047236608, 0, 241, 4125253, 29245440, 654581760, 423546, 654105483, 7
107, 95.99, 8.47, 0.44, 199.9, 10, 591396864, 1051430912, 0, 241, 4168434, 29245440, 714567680, 423546, 714092657, 7
108, 97.91, 8.55, 0.44, 199.9, 10, 599506944, 1059823616, 0, 241, 4211215, 29245440, 775544832, 423546, 775073046, 7
109, 99.73, 8.64, 0.44, 190.9, 10, 606048256, 1068212224, 0, 243, 4249472, 29245440, 834904064, 428873, 834425928, 7
110, 101.53, 8.75, 0.44, 190.9, 10, 613347328, 1068212224, 0, 245, 4287608, 29245440, 894246912, 434200, 893764433, 7
111, 103.4, 8.87, 0.44, 198.9, 10, 623079424, 1068212224, 0, 245, 4329769, 29245440, 954101760, 434200, 953615560, 7
112, 105.27, 9.0, 0.44, 199.9, 10, 630919168, 1068212224, 0, 245, 4371329, 29245440, 1014919168, 434200, 1014437864, 7
113, 106.54, 9.16, 0.44, 143.0, 10, 92045312, 513241088, 0, 254, 4408034, 29245440, 1038692352, 7716219, 1038185069, 7
114, 107.46, 9.24, 0.44, 100.0, 10, 97722368, 513241088, 0, 254, 4450989, 29245440, 1044279296, 7716219, 1043770159, 7
115, 108.38, 9.32, 0.44, 100.0, 10, 103399424, 513241088, 0, 254, 4493510, 29245440, 1049808896, 7716219, 1049298815, 7
116, 109.23, 9.38, 0.44, 91.0, 10, 108265472, 513241088, 0, 258, 4530785, 29245440, 1054683136, 7726873, 1054161565, 7
117, 110.15, 9.46, 0.44, 100.0, 10, 113942528, 513241088, 0, 258, 4572915, 29245440, 1060159488, 7726873, 1059639377, 7
118, 111.01, 9.49, 0.44, 89.0, 10, 118808576, 513241088, 0, 262, 4610328, 29245440, 1065046016, 7737527, 1064520074, 7
119, 111.91, 9.59, 0.44, 100.0, 10, 124485632, 513241088, 0, 262, 4652840, 29245440, 1070575616, 7737527, 1070047560, 7
120, 112.82, 9.68, 0.44, 100.0, 10, 130162688, 580349952, 0, 262, 4695355, 29245440, 1076101120, 7737527, 1075575436, 7
121, 113.65, 9.75, 0.44, 90.0, 10, 135843840, 580349952, 0, 266, 4732107, 29245440, 1080909824, 7748181, 1080370182, 7
