secs,user_cpu,sys_cpu,io_wait,cpu_percent,cpu_num,rss,vms,dirty,read_count,write_count,disk_read_bytes,disk_write_bytes,syscall_read_bytes,syscall_write_bytes,num_threads
61, 69.3, 5.18, 0.56, 161.9, 11, 136441856, 555171840, 0, 56299, 2523523, 24555520, 839520256, 232063589, 839365012, 7
62, 70.22, 5.26, 0.56, 100.0, 11, 136441856, 555171840, 0, 56299, 2567079, 24555520, 845185024, 232063589, 845029219, 7
63, 71.16, 5.33, 0.56, 101.0, 11, 136441856, 555171840, 0, 56299, 2610371, 24555520, 850812928, 232063589, 850657813, 7
64, 72.1, 5.38, 0.56, 99.0, 11, 136441856, 555171840, 0, 56299, 2653285, 24555520, 856391680, 232063589, 856237321, 7
65, 73.04, 5.45, 0.56, 101.0, 11, 136441856, 555171840, 0, 56299, 2695960, 24555520, 861941760, 232063589, 861785766, 7
66, 73.97, 5.51, 0.56, 99.0, 11, 136441856, 555171840, 0, 56299, 2738138, 24555520, 867426304, 232063589, 867269498, 7
67, 74.88, 5.61, 0.56, 101.0, 11, 136441856, 555171840, 0, 56299, 2779088, 24555520, 872755200, 232063589, 872593644, 7
68, 75.81, 5.68, 0.56, 100.0, 11, 136441856, 555171840, 0, 56299, 2819513, 24555520, 878014464, 232063589, 877849444, 7
69, 76.75, 5.74, 0.56, 100.0, 11, 136441856, 555171840, 0, 56299, 2859827, 24555520, 883253248, 232063589, 883090889, 7
70, 77.67, 5.82, 0.56, 100.0, 11, 136441856, 555171840, 0, 56299, 2901887, 24555520, 888721408, 232063589, 888559281, 7
71, 78.62, 5.87, 0.56, 100.0, 11, 136441856, 555171840, 0, 56299, 2942265, 24555520, 893972480, 232063589, 893809046, 7
72, 80.3, 5.99, 0.56, 179.9, 11, 136441856, 555171840, 0, 56300, 2987806, 24555520, 943808512, 232063594, 943638061, 7
73, 81.44, 6.1, 0.56, 125.0, 11, 136441856, 555171840, 0, 56305, 3031208, 24559616, 962441216, 232946244, 962268326, 7
74, 82.37, 6.17, 0.56, 100.0, 11, 136441856, 555171840, 0, 56305, 3073202, 24559616, 967901184, 232946244, 967728220, 7
75, 83.27, 6.27, 0.56, 100.0, 11, 136441856, 555171840, 0, 56305, 3113763, 24559616, 973172736, 232946244, 973001700, 7
76, 84.18, 6.36, 0.56, 100.0, 11, 136441856, 555171840, 0, 56305, 3154655, 24559616, 978489344, 232946244, 978318299, 7
77, 85.11, 6.43, 0.56, 100.0, 11, 136441856, 555171840, 0, 56305, 3195472, 24559616, 983797760, 232946244, 983625148, 7
78, 86.05, 6.5, 0.56, 101.0, 11, 136441856, 555171840, 0, 56305, 3235805, 24559616, 989040640, 232946244, 988868981, 7
79, 86.94, 6.61, 0.56, 100.0, 11, 136441856, 555171840, 0, 56305, 3276229, 24559616, 994295808, 232946244, 994124726, 7
80, 87.86, 6.68, 0.56, 99.0, 11, 136441856, 555171840, 0, 56305, 3317108, 24559616, 999612416, 232946244, 999439567, 7
81, 88.79, 6.75, 0.56, 100.0, 11, 136441856, 555171840, 0, 56305, 3358244, 24559616, 1004957696, 232946244, 1004787886, 7
82, 89.72, 6.83, 0.56, 101.0, 11, 136441856, 555171840, 0, 56305, 3398745, 24559616, 1010225152, 232946244, 1010053641, 7
83, 90.62, 6.93, 0.56, 100.0, 11, 136441856, 555171840, 0, 56305, 3438460, 24559616, 1015386112, 232946244, 1015217127, 7
84, 92.44, 7.02, 0.56, 190.9, 11, 136441856, 555171840, 0, 56306, 3483380, 24559616, 1071415296, 232946249, 1071238116, 7
85, 93.48, 7.13, 0.56, 115.0, 11, 136441856, 555171840, 0, 56311, 3526719, 24563712, 1083777024, 233829066, 1083592019, 7
86, 94.41, 7.19, 0.56, 99.0, 11, 136441856, 555171840, 0, 56311, 3569467, 24563712, 1089335296, 233829066, 1089149947, 7
87, 95.34, 7.26, 0.56, 100.0, 11, 136441856, 555171840, 0, 56311, 3611576, 24563712, 1094811648, 233829066, 1094624716, 7
88, 96.24, 7.37, 0.56, 101.0, 11, 136441856, 555171840, 0, 56311, 3653777, 24563712, 1100296192, 233829066, 1100111520, 7
89, 97.15, 7.46, 0.56, 100.0, 11, 136441856, 555171840, 0, 56311, 3695785, 24563712, 1105760256, 233829066, 1105573227, 7
90, 98.08, 7.53, 0.56, 100.0, 11, 136441856, 555171840, 0, 56311, 3736900, 24563712, 1111105536, 233829066, 1110918748, 7
91, 99.02, 7.59, 0.56, 100.0, 11, 136441856, 555171840, 0, 56311, 3777965, 24563712, 1116442624, 233829066, 1116257844, 7
92, 99.95, 7.66, 0.56, 100.0, 11, 136441856, 555171840, 0, 56311, 3819110, 24563712, 1121792000, 233829066, 1121607258, 7
93, 100.88, 7.73, 0.56, 100.0, 11, 136441856, 555171840, 0, 56311, 3860398, 24563712, 1127161856, 233829066, 1126975351, 7
94, 101.78, 7.83, 0.56, 100.0, 11, 136441856, 555171840, 0, 56311, 3901471, 24563712, 1132498944, 233829066, 1132315412, 7
95, 102.89, 7.92, 0.56, 120.0, 11, 136441856, 555171840, 0, 56312, 3943497, 24563712, 1149464576, 233829071, 1149279149, 7
96, 104.61, 8.04, 0.56, 183.9, 11, 136441856, 555171840, 0, 56312, 3988954, 24567808, 1200766976, 233829071, 1200579686, 7
97, 106.28, 8.18, 0.56, 180.9, 11, 136441856, 555171840, 0, 61164, 4032712, 24567808, 1225285632, 254074883, 1225093072, 7
98, 108.19, 8.27, 0.56, 199.9, 11, 136982528, 555171840, 0, 67386, 4071885, 24567808, 1255469056, 278927460, 1255271697, 7
99, 110.07, 8.37, 0.56, 197.9, 11, 139956224, 555171840, 0, 73219, 4110243, 24567808, 1284714496, 302228096, 1284514406, 7
100, 111.63, 8.46, 0.56, 164.9, 11, 139956224, 555171840, 0, 77259, 4150473, 24571904, 1305632768, 318363088, 1305427339, 7
101, 113.56, 8.53, 0.56, 199.9, 11, 139956224, 555171840, 0, 83421, 4192197, 24571904, 1335107584, 342979023, 1334897532, 7
102, 115.47, 8.63, 0.56, 200.9, 11, 139956224, 555171840, 0, 89519, 4232251, 24571904, 1364357120, 367336910, 1364151906, 7
103, 116.99, 8.72, 0.56, 160.9, 11, 139956224, 555171840, 0, 93025, 4274313, 24571904, 1385721856, 381338071, 1385509732, 7
104, 118.89, 8.82, 0.56, 199.9, 11, 139956224, 555171840, 0, 99260, 4314853, 24571904, 1415045120, 406243504, 1414825861, 7
105, 120.81, 8.9, 0.56, 199.9, 11, 139956224, 555171840, 0, 105527, 4355136, 24571904, 1445367808, 431277191, 1445151538, 7
106, 122.33, 8.99, 0.56, 160.9, 11, 139956224, 555171840, 0, 109087, 4395138, 24576000, 1465421824, 445500123, 1465200773, 7
107, 124.45, 9.1, 0.56, 222.9, 11, 139956224, 555171840, 0, 115303, 4435190, 24580096, 1508274176, 470326498, 1508046388, 7
108, 127.19, 9.19, 0.56, 282.9, 11, 140767232, 555171840, 0, 121513, 4478622, 24580096, 1583357952, 495131929, 1583127167, 7
109, 128.73, 9.29, 0.56, 163.9, 11, 140767232, 555171840, 0, 125230, 4521813, 24584192, 1603825664, 510836529, 1603589801, 7
110, 130.62, 9.41, 0.56, 200.9, 11, 140767232, 555171840, 0, 131488, 4564585, 24584192, 1634476032, 535831866, 1634239418, 7
111, 132.5, 9.53, 0.56, 199.9, 11, 140767232, 555171840, 0, 137726, 4607618, 24584192, 1665159168, 560752143, 1664923808, 7
112, 134.05, 9.6, 0.56, 161.9, 11, 140767232, 555171840, 0, 141294, 4649786, 24588288, 1685504000, 575004753, 1685258547, 7
113, 135.92, 9.73, 0.56, 199.9, 11, 140767232, 555171840, 0, 147407, 4692162, 24588288, 1716105216, 599422596, 1715860827, 7
114, 137.83, 9.82, 0.56, 199.9, 11, 140767232, 555171840, 0, 153521, 4734193, 24588288, 1745616896, 623846799, 1745369493, 7
115, 139.45, 9.93, 0.56, 173.0, 11, 140767232, 555171840, 0, 157719, 4776204, 24588288, 1769058304, 640609671, 1768814187, 7
116, 141.24, 10.05, 0.56, 190.9, 11, 140767232, 555171840, 0, 163063, 4816323, 24592384, 1795186688, 661953861, 1794939946, 7
117, 143.03, 10.14, 0.56, 187.9, 11, 140767232, 555171840, 0, 168307, 4855304, 24592384, 1822056448, 682894013, 1821809204, 7
118, 143.95, 10.27, 0.56, 105.0, 11, 140767232, 555171840, 0, 168342, 4892189, 24592384, 1826877440, 689923997, 1826612652, 7
119, 145.27, 10.32, 0.56, 137.0, 11, 140767232, 555171840, 0, 168343, 4935351, 24592384, 1853403136, 689924002, 1853132844, 7
120, 146.81, 10.44, 0.56, 165.9, 11, 140767232, 555171840, 0, 168348, 4980402, 24596480, 1895256064, 690806738, 1894975394, 7
121, 147.75, 10.5, 0.56, 100.0, 11, 140767232, 555171840, 0, 168348, 5023601, 24596480, 1900871680, 690806738, 1900593122, 7
122, 148.69, 10.57, 0.56, 101.0, 11, 140767232, 555171840, 0, 168348, 5066482, 24596480, 1906450432, 690806738, 1906168349, 7
123, 149.58, 10.68, 0.56, 100.0, 11, 140767232, 555171840, 0, 168348, 5108967, 24596480, 1911971840, 690806738, 1911692000, 7
124, 150.5, 10.76, 0.56, 100.0, 11, 140767232, 555171840, 0, 168348, 5151334, 24596480, 1917480960, 690806738, 1917200400, 7
125, 151.45, 10.81, 0.56, 100.0, 11, 140767232, 555171840, 0, 168348, 5193034, 24596480, 1922904064, 690806738, 1922622062, 7
126, 152.38, 10.87, 0.56, 99.0, 11, 140767232, 555171840, 0, 168348, 5234773, 24596480, 1928331264, 690806738, 1928048719, 7
127, 153.3, 10.96, 0.56, 101.0, 11, 140767232, 555171840, 0, 168348, 5276220, 24596480, 1933721600, 690806738, 1933437484, 7
128, 154.24, 11.02, 0.56, 100.0, 11, 140767232, 555171840, 0, 168348, 5317129, 24596480, 1939038208, 690806738, 1938756220, 7
129, 155.19, 11.07, 0.56, 100.0, 11, 140767232, 555171840, 0, 168348, 5358158, 24596480, 1944379392, 690806738, 1944090631, 7
130, 156.1, 11.16, 0.56, 100.0, 11, 140767232, 555171840, 0, 168348, 5398127, 24596480, 1949577216, 690806738, 1949287221, 7
131, 157.74, 11.25, 0.56, 172.9, 11, 140767232, 555171840, 0, 168349, 5442773, 24596480, 1996156928, 690806743, 1995863616, 7
132, 158.98, 11.31, 0.56, 130.0, 11, 140767232, 555171840, 0, 168354, 5486870, 24596480, 2018013184, 691689382, 2017716422, 7
133, 159.87, 11.42, 0.56, 100.0, 11, 140767232, 555171840, 0, 168354, 5528921, 24596480, 2023481344, 691689382, 2023183653, 7
134, 160.82, 11.47, 0.56, 100.0, 11, 140767232, 555171840, 0, 168354, 5570670, 24596480, 2028908544, 691689382, 2028611685, 7
135, 161.72, 11.57, 0.56, 100.0, 11, 140767232, 555171840, 0, 168354, 5612098, 24596480, 2034294784, 691689382, 2033997905, 7
136, 162.62, 11.67, 0.56, 100.0, 11, 140767232, 555171840, 0, 168354, 5653172, 24596480, 2039635968, 691689382, 2039338173, 7
137, 163.54, 11.75, 0.56, 100.0, 11, 140767232, 555171840, 0, 168354, 5693952, 24596480, 2044936192, 691689382, 2044640207, 7
138, 164.45, 11.85, 0.56, 101.0, 11, 140767232, 555171840, 0, 168354, 5734442, 24596480, 2050199552, 691689382, 2049904459, 7
139, 165.34, 11.95, 0.56, 99.0, 11, 140767232, 555171840, 0, 168354, 5775213, 24596480, 2055503872, 691689382, 2055205330, 7
140, 166.25, 12.05, 0.56, 101.0, 11, 140767232, 555171840, 0, 168354, 5815582, 24596480, 2060754944, 691689382, 2060453845, 7
141, 167.18, 12.11, 0.56, 99.0, 11, 140767232, 555171840, 0, 168354, 5855884, 24596480, 2065993728, 691689382, 2065693732, 7
142, 168.11, 12.19, 0.56, 101.0, 11, 140767232, 555171840, 0, 168354, 5895135, 24596480, 2071097344, 691689382, 2070796961, 7
143, 169.85, 12.28, 0.56, 182.9, 11, 140767232, 555171840, 0, 168355, 5939001, 24600576, 2122805248, 691689387, 2122498955, 7
144, 171.36, 12.41, 0.56, 163.9, 11, 140767232, 555171840, 0, 170997, 5981664, 24604672, 2148675584, 703095597, 2148367236, 7
145, 173.29, 12.49, 0.56, 200.9, 11, 141037568, 555171840, 0, 177241, 6023498, 24604672, 2179248128, 728013429, 2178940727, 7
146, 175.2, 12.59, 0.56, 200.9, 11, 144011264, 555171840, 0, 183466, 6064918, 24604672, 2209763328, 752855590, 2209455262, 7
147, 176.77, 12.65, 0.56, 162.9, 11, 144281600, 555171840, 0, 187161, 6106674, 24608768, 2231009280, 767600984, 2230692344, 7
148, 178.66, 12.76, 0.56, 199.9, 11, 144281600, 555171840, 0, 193510, 6148030, 24608768, 2261508096, 792937630, 2261193619, 7
149, 180.54, 12.88, 0.56, 199.9, 11, 144281600, 555171840, 0, 199713, 6188849, 24608768, 2291908608, 818059527, 2291592153, 7
150, 182.06, 12.98, 0.56, 161.9, 11, 144281600, 555171840, 0, 203274, 6230129, 24612864, 2312089600, 832490504, 2311760974, 7
151, 183.99, 13.05, 0.56, 199.9, 11, 144281600, 555171840, 0, 209483, 6271027, 24612864, 2342494208, 857651960, 2342168578, 7
152, 185.9, 13.13, 0.56, 198.9, 11, 144281600, 555171840, 0, 215655, 6311416, 24612864, 2372833280, 882663496, 2372509725, 7
153, 187.48, 13.19, 0.56, 163.9, 11, 144281600, 555171840, 0, 219313, 6351756, 24616960, 2393980928, 897484558, 2393651268, 7
154, 189.4, 13.27, 0.56, 199.9, 11, 144281600, 555171840, 0, 225484, 6391105, 24616960, 2424188928, 922488830, 2423857508, 7
155, 192.23, 13.4, 0.56, 295.9, 11, 144281600, 555171840, 0, 231284, 6435369, 24621056, 2504171520, 945987284, 2503837625, 7
156, 193.97, 13.5, 0.56, 183.9, 11, 145092608, 555171840, 0, 235319, 6478188, 24621056, 2533400576, 963200871, 2533058030, 7
157, 195.82, 13.58, 0.56, 192.9, 11, 145092608, 555171840, 0, 241011, 6520859, 24625152, 2560909312, 986267789, 2560560744, 7
158, 197.74, 13.66, 0.56, 199.9, 11, 145092608, 555171840, 0, 247189, 6562855, 24625152, 2591457280, 1011300126, 2591111087, 7
159, 199.45, 13.78, 0.56, 182.9, 11, 145092608, 555171840, 0, 251973, 6604248, 24625152, 2617966592, 1030688232, 2617615081, 7
160, 201.15, 13.88, 0.56, 179.9, 11, 145092608, 555171840, 0, 257016, 6645441, 24625152, 2643189760, 1051125836, 2642835169, 7
161, 203.03, 14.01, 0.56, 200.9, 11, 145092608, 555171840, 0, 263196, 6686668, 24625152, 2673639424, 1076168805, 2673285302, 7
162, 204.9, 14.06, 0.56, 191.9, 11, 145092608, 555171840, 0, 268624, 6727977, 24625152, 2702225408, 1098159172, 2701869348, 7
163, 206.53, 14.13, 0.56, 169.9, 11, 145092608, 555171840, 0, 272967, 6770077, 24629248, 2724438016, 1115759009, 2724071015, 7
164, 208.42, 14.24, 0.56, 199.9, 11, 145092608, 555171840, 0, 279170, 6811508, 24629248, 2754916352, 1140898228, 2754547576, 7
165, 210.16, 14.34, 0.56, 183.9, 11, 145092608, 555171840, 0, 284108, 6852393, 24629248, 2781798400, 1160897630, 2781429605, 7
166, 211.32, 14.44, 0.56, 126.0, 11, 145092608, 555171840, 0, 284144, 6894004, 24633344, 2798739456, 1168266972, 2798347351, 7
167, 213.04, 14.54, 0.56, 181.9, 11, 145092608, 555171840, 0, 284144, 6938330, 24633344, 2849898496, 1168266972, 2849502147, 7
168, 213.96, 14.63, 0.56, 101.0, 11, 145092608, 555171840, 0, 284149, 6981574, 24633344, 2855526400, 1169149691, 2855127754, 7
169, 214.88, 14.71, 0.56, 100.0, 11, 145092608, 555171840, 0, 284149, 7024687, 24633344, 2861129728, 1169149691, 2860733073, 7
170, 215.82, 14.78, 0.56, 101.0, 11, 145092608, 555171840, 0, 284149, 7067547, 24633344, 2866704384, 1169149691, 2866305570, 7
171, 216.75, 14.84, 0.56, 99.0, 11, 145092608, 555171840, 0, 284149, 7109755, 24633344, 2872193024, 1169149691, 2871793204, 7
172, 217.71, 14.89, 0.56, 101.0, 11, 145092608, 555171840, 0, 284149, 7151717, 24633344, 2877648896, 1169149691, 2877248940, 7
173, 218.62, 14.97, 0.56, 99.0, 11, 145092608, 555171840, 0, 284149, 7193465, 24633344, 2883076096, 1169149691, 2882676842, 7
174, 219.52, 15.07, 0.56, 100.0, 11, 145092608, 555171840, 0, 284149, 7235001, 24633344, 2888474624, 1169149691, 2888077102, 7
175, 220.43, 15.17, 0.56, 101.0, 11, 145092608, 555171840, 0, 284149, 7276036, 24633344, 2893811712, 1169149691, 2893412300, 7
176, 221.36, 15.23, 0.56, 99.0, 11, 145092608, 555171840, 0, 284149, 7317060, 24633344, 2899148800, 1169149691, 2898745993, 7
177, 222.3, 15.3, 0.56, 101.0, 11, 145092608, 555171840, 0, 284149, 7356789, 24633344, 2904313856, 1169149691, 2903911362, 7
178, 223.72, 15.39, 0.56, 150.9, 11, 145092608, 555171840, 0, 284150, 7400086, 24637440, 2939219968, 1169149696, 2938812640, 7
179, 225.12, 15.51, 0.56, 151.9, 11, 145092608, 555171840, 0, 284155, 7444401, 24637440, 2972610560, 1170032396, 2972198993, 7
180, 226.04, 15.59, 0.56, 100.0, 11, 145092608, 555171840, 0, 284155, 7486735, 24637440, 2978115584, 1170032396, 2977703096, 7
181, 226.97, 15.67, 0.56, 101.0, 11, 145092608, 555171840, 0, 284155, 7528155, 24637440, 2983497728, 1170032396, 2983088276, 7
182, 227.91, 15.73, 0.56, 100.0, 11, 145092608, 555171840, 0, 284155, 7570256, 24637440, 2988974080, 1170032396, 2988562082, 7
183, 228.82, 15.81, 0.56, 99.0, 11, 145092608, 555171840, 0, 284155, 7612019, 24637440, 2994401280, 1170032396, 2993991859, 7
184, 229.77, 15.87, 0.56, 101.0, 11, 145092608, 555171840, 0, 284155, 7653371, 24637440, 2999779328, 1170032396, 2999368274, 7
185, 230.65, 15.99, 0.56, 100.0, 11, 145092608, 555171840, 0, 284155, 7694673, 24637440, 3005149184, 1170032396, 3004738182, 7
186, 231.59, 16.04, 0.56, 99.0, 11, 145092608, 555171840, 0, 284155, 7736013, 24637440, 3010523136, 1170032396, 3010112962, 7
187, 232.51, 16.12, 0.56, 100.0, 11, 145092608, 555171840, 0, 284155, 7777105, 24637440, 3015864320, 1170032396, 3015455570, 7
188, 233.44, 16.19, 0.56, 100.0, 11, 145092608, 555171840, 0, 284155, 7818064, 24637440, 3021193216, 1170032396, 3020780806, 7
189, 234.35, 16.28, 0.56, 100.0, 11, 145092608, 555171840, 0, 284155, 7858007, 24637440, 3026382848, 1170032396, 3025974009, 7
190, 236.03, 16.36, 0.56, 175.9, 11, 145092608, 555171840, 0, 284156, 7902501, 24641536, 3073990656, 1170032401, 3073576016, 7
191, 237.6, 16.45, 0.56, 165.9, 11, 145092608, 555171840, 0, 286361, 7946317, 24645632, 3103141888, 1179704043, 3102714900, 7
192, 239.51, 16.54, 0.56, 199.9, 11, 145633280, 555171840, 0, 292507, 7989590, 24645632, 3132809216, 1204249959, 3132387878, 7
193, 241.42, 16.63, 0.56, 199.9, 11, 146444288, 555171840, 0, 298641, 8032335, 24645632, 3162419200, 1228752635, 3161992473, 7
194, 242.94, 16.74, 0.56, 162.9, 11, 148877312, 555171840, 0, 302278, 8074971, 24649728, 3183857664, 1243277849, 3183427367, 7
