secs_elapsed,interval_qps,num_compaction,num_flushes,lsm_shape
,1,43810,64,1+11,43809,64,1+1
,2,43396,64,1+12,43395,64,1+1
,3,42833,64,1+13,42832,64,1+1
,4,42400,64,1+14,42400,64,1+1
,5,41250,64,1+15,41249,64,1+1
,6,41475,64,1+16,41475,64,1+1
,7,41025,64,1+17,41025,64,1+1
,8,41114,64,1+18,41114,64,1+1
,9,40624,64,1+19,40623,64,1+1
,10,39994,64,1+110,39993,64,1+1
,11,39443,64,1+111,39442,64,1+1
,12,38642,64,1+112,38642,64,1+1
,13,43870,64,1+113,43869,64,1+1
,14,43088,64,1+114,43087,64,1+1
,15,42299,64,1+115,42299,64,1+1
,16,41915,64,1+116,41914,64,1+1
,17,41447,64,1+117,41446,64,1+1
,18,41492,64,1+118,41492,64,1+1
,19,40709,64,1+119,40708,64,1+1
,20,40995,64,1+120,40994,64,1+1
,21,40597,64,1+121,40597,64,1+1
,22,40837,64,1+122,40836,64,1+1
,23,40087,64,1+123,40087,64,1+1
,24,40002,64,1+124,40001,64,1+1
,25,44249,64,1+125,44248,64,1+1
,26,43309,64,1+126,43309,64,1+1
,27,42288,64,1+127,42288,64,1+1
,28,42931,64,1+128,42930,64,1+1
,29,42636,64,1+129,42636,64,1+1
,30,41822,64,1+130,41822,64,1+1
,31,40984,64,1+131,40983,64,1+1
,32,41210,64,1+132,41209,64,1+1
,33,41924,64,1+133,41924,64,1+1
,34,41109,64,1+134,41108,64,1+1
,35,40238,64,1+135,40237,64,1+1
,36,42677,64,1+136,42676,64,1+1
,37,44081,64,1+137,44080,64,1+1
,38,42690,64,1+138,42689,64,1+1
,39,41802,64,1+139,41801,64,1+1
,40,41715,64,1+140,41714,64,1+1
,41,40689,64,1+141,40688,64,1+1
,42,40696,64,1+142,40695,64,1+1
,43,40693,64,1+143,40693,64,1+1
,44,41040,64,1+144,41040,64,1+1
,45,40181,64,1+145,40180,64,1+1
,46,39980,64,1+146,39980,64,1+1
,47,39380,64,1+147,39379,64,1+1
,48,43408,64,1+148,43408,64,1+1
,49,43205,64,1+149,43204,64,1+1
,50,42328,64,1+150,42328,64,1+1
,51,40914,64,1+151,40913,64,1+1
,52,41493,64,1+152,41493,64,1+1
,53,41100,64,1+153,41100,64,1+1
,54,40630,64,1+154,40630,64,1+1
,55,40618,64,1+155,40617,64,1+1
,56,40536,64,1+156,40536,64,1+1
,57,40008,64,1+157,40007,64,1+1
,58,40148,64,1+158,40148,64,1+1
,59,39607,64,1+159,39607,64,1+1
,60,43448,64,1+160,43448,64,1+1
,61,43844,64,1+161,43844,64,1+1
,62,43398,64,1+162,43397,64,1+1
,63,42335,64,1+163,42335,64,1+1
,64,42426,64,1+164,42425,64,1+1
